District,City,year,pm25,pm10,so2,o3,no2,co,AVG
경상남도,창녕,2016,23.98,43.62,0.0,0.03,0.02,0.43,80.24
경상남도,창녕,2017,22.19,42.36,0.0,0.03,0.02,0.46,80.97
경상남도,창녕,2018,19.39,39.42,0.0,0.03,0.02,0.41,81.18
경상남도,창녕,2019,21.0,33.5,0.0,0.02,0.02,0.45,81.49
경상남도,창녕,2020,18.67,29.17,0.0,0.03,0.01,0.37,81.71
경상남도,창원,2015,26.17,45.67,0.0,0.03,0.02,0.47,80.26
경상남도,창원,2016,25.58,46.17,0.0,0.03,0.02,0.48,81.97
경상남도,창원,2017,24.5,45.08,0.0,0.03,0.02,0.47,82.25
경상남도,창원,2018,21.0,44.33,0.0,0.03,0.02,0.45,82.53
경상남도,창원,2019,19.17,40.17,0.0,0.03,0.02,0.46,82.85
경상남도,창원,2020,16.08,28.58,0.0,0.03,0.02,0.42,83.14
경상남도,통영,2015,24.95,45.06,0.0,0.03,0.02,0.45,80.06
경상남도,통영,2016,23.98,43.62,0.0,0.03,0.02,0.43,80.46
경상남도,통영,2017,22.19,42.0,0.0,0.01,0.02,0.45,80.99
경상남도,통영,2018,20.5,41.42,0.0,0.03,0.02,0.32,81.24
경상남도,통영,2019,18.08,40.0,0.0,0.04,0.02,0.34,81.5
경상남도,통영,2020,12.67,27.42,0.0,0.04,0.02,0.3,81.81
경상남도,하동,2015,29.58,48.08,0.0,0.03,0.01,0.38,80.85
경상남도,하동,2016,23.58,44.83,0.0,0.03,0.01,0.38,81.41
경상남도,하동,2017,23.5,45.33,0.0,0.03,0.01,0.42,81.38
경상남도,하동,2018,15.92,32.75,0.0,0.03,0.01,0.36,81.83
경상남도,하동,2019,16.0,36.67,0.0,0.04,0.01,0.38,82.27
경상남도,하동,2020,13.5,27.92,0.0,0.04,0.01,0.38,82.64
경상남도,함안,2015,24.95,45.06,0.0,0.03,0.02,0.45,80.53
경상남도,함안,2016,23.98,43.62,0.0,0.03,0.02,0.43,80.88
경상남도,함안,2017,22.19,42.36,0.0,0.03,0.02,0.46,81.64
경상남도,함안,2018,19.39,39.42,0.0,0.03,0.02,0.41,82.09
경상남도,함안,2019,17.91,39.0,0.0,0.03,0.01,0.52,82.41
경상남도,함안,2020,17.33,28.83,0.0,0.03,0.01,0.42,82.62
경상남도,함양,2015,24.95,45.06,0.0,0.03,0.02,0.45,81.16
경상남도,함양,2016,23.98,43.62,0.0,0.03,0.02,0.43,81.49
경상남도,함양,2017,22.19,42.36,0.0,0.03,0.02,0.46,81.81
경상남도,함양,2018,19.39,39.42,0.0,0.03,0.02,0.41,82.14
경상남도,함양,2019,17.0,35.75,0.0,0.04,0.01,0.4,82.63
경상남도,함양,2020,16.42,27.75,0.0,0.04,0.01,0.4,83.24
경상남도,합천,2015,24.95,45.06,0.0,0.03,0.02,0.45,80.45
경상남도,합천,2016,23.98,43.62,0.0,0.03,0.02,0.43,80.82
경상남도,합천,2017,22.19,42.36,0.0,0.03,0.02,0.46,81.06
경상남도,합천,2018,19.39,39.42,0.0,0.03,0.02,0.41,81.35
경상남도,합천,2019,16.0,26.5,0.0,0.02,0.01,0.4,81.67
경상남도,합천,2020,14.42,25.0,0.0,0.03,0.01,0.34,81.97
경상북도,경산,2015,28.43,49.36,0.0,0.03,0.02,0.47,81.27
경상북도,경산,2016,23.85,43.5,0.0,0.02,0.02,0.49,81.88
경상북도,경산,2017,24.62,43.33,0.0,0.03,0.01,0.51,82.33
경상북도,경산,2018,25.25,42.58,0.0,0.03,0.01,0.51,82.75
경상북도,경산,2019,24.0,42.67,0.0,0.03,0.01,0.45,83.01
경상북도,경산,2020,21.5,35.08,0.0,0.03,0.01,0.42,83.18
경상북도,경주,2015,28.43,40.82,0.0,0.03,0.02,0.41,81.35
경상북도,경주,2016,23.85,27.67,0.0,0.03,0.02,0.39,81.82
경상북도,경주,2017,23.89,34.83,0.0,0.03,0.02,0.4,82.32
경상북도,경주,2018,20.83,38.67,0.0,0.03,0.02,0.38,82.64
경상북도,경주,2019,20.08,36.42,0.0,0.03,0.02,0.34,82.93
경상북도,경주,2020,17.33,28.42,0.0,0.03,0.01,0.31,83.3
경상북도,고령,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.7
경상북도,고령,2016,23.85,39.87,0.0,0.03,0.02,0.54,80.83
경상북도,고령,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.46
경상북도,고령,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.12
경상북도,고령,2019,15.67,28.67,0.0,0.02,0.01,0.4,82.54
경상북도,고령,2020,17.25,29.67,0.0,0.03,0.01,0.38,83.06
경상북도,구미,2015,28.43,46.92,0.01,0.03,0.02,0.68,82.03
경상북도,구미,2016,21.12,40.5,0.0,0.03,0.02,0.59,82.29
경상북도,구미,2017,23.0,41.58,0.0,0.03,0.02,0.57,82.64
경상북도,구미,2018,25.42,48.83,0.0,0.03,0.02,0.49,83.01
경상북도,구미,2019,20.0,48.33,0.0,0.03,0.02,0.42,83.4
경상북도,구미,2020,18.75,35.83,0.0,0.03,0.02,0.42,83.59
경상북도,군위,2015,28.43,45.47,0.01,0.03,0.02,0.55,79.96
경상북도,군위,2016,23.85,39.87,0.0,0.03,0.02,0.54,80.94
경상북도,군위,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.39
경상북도,군위,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.56
경상북도,군위,2019,19.58,36.53,0.0,0.03,0.01,0.39,82.58
경상북도,군위,2020,15.58,26.0,0.0,0.03,0.01,0.42,82.15
경상북도,김천,2015,28.43,49.36,0.0,0.03,0.02,0.45,81.7
경상북도,김천,2016,30.0,43.58,0.0,0.03,0.01,0.55,81.97
경상북도,김천,2017,24.75,40.83,0.0,0.03,0.01,0.51,82.51
경상북도,김천,2018,24.75,53.08,0.0,0.03,0.01,0.49,82.36
경상북도,김천,2019,23.42,43.83,0.0,0.04,0.01,0.4,82.64
경상북도,김천,2020,19.33,33.17,0.0,0.03,0.01,0.45,82.74
경상북도,문경,2015,28.43,45.47,0.01,0.03,0.02,0.55,81.34
경상북도,문경,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.59
경상북도,문경,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.96
경상북도,문경,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.28
경상북도,문경,2019,19.58,36.53,0.0,0.03,0.01,0.39,82.46
경상북도,문경,2020,16.82,28.64,0.0,0.03,0.01,0.31,82.75
경상북도,봉화,2015,28.43,45.47,0.01,0.03,0.02,0.55,81.72
경상북도,봉화,2016,23.85,39.87,0.0,0.03,0.02,0.54,82.02
경상북도,봉화,2017,23.89,47.66,0.0,0.03,0.02,0.54,82.47
경상북도,봉화,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.55
경상북도,봉화,2019,12.62,19.75,0.01,0.03,0.01,0.31,82.95
경상북도,봉화,2020,13.17,21.42,0.01,0.03,0.01,0.38,82.84
경상북도,상주,2015,28.43,45.47,0.01,0.03,0.02,0.55,81.4
경상북도,상주,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.66
경상북도,상주,2017,23.89,53.0,0.0,0.02,0.02,0.5,82.0
경상북도,상주,2018,21.17,35.5,0.0,0.03,0.01,0.45,82.08
경상북도,상주,2019,23.91,40.0,0.0,0.03,0.01,0.41,82.64
경상북도,상주,2020,21.08,33.67,0.0,0.04,0.01,0.38,83.05
경상북도,성주,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.68
경상북도,성주,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.33
경상북도,성주,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.7
경상북도,성주,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.84
경상북도,성주,2019,19.58,36.53,0.0,0.03,0.01,0.39,82.12
경상북도,성주,2020,18.5,27.9,0.0,0.03,0.02,0.48,82.23
경상북도,안동,2015,28.43,40.5,0.0,0.03,0.01,0.48,81.36
경상북도,안동,2016,23.85,37.67,0.0,0.03,0.02,0.56,81.83
경상북도,안동,2017,22.43,38.83,0.0,0.03,0.02,0.56,82.2
경상북도,안동,2018,25.73,38.0,0.0,0.03,0.01,0.58,82.53
경상북도,안동,2019,20.09,34.09,0.0,0.03,0.01,0.34,82.85
경상북도,안동,2020,17.5,30.75,0.0,0.03,0.01,0.42,83.24
경상북도,영덕,2015,28.43,45.47,0.01,0.03,0.02,0.55,81.46
경상북도,영덕,2016,23.85,39.87,0.0,0.03,0.02,0.54,82.05
경상북도,영덕,2017,23.89,47.66,0.0,0.03,0.02,0.54,82.14
경상북도,영덕,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.54
경상북도,영덕,2019,18.0,28.0,0.0,0.03,0.01,0.4,82.29
경상북도,영덕,2020,13.75,23.92,0.0,0.04,0.0,0.3,82.23
경상북도,영양,2015,28.43,45.47,0.01,0.03,0.02,0.55,79.81
경상북도,영양,2016,23.85,39.87,0.0,0.03,0.02,0.54,80.11
경상북도,영양,2017,23.89,47.66,0.0,0.03,0.02,0.54,80.77
경상북도,영양,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.35
경상북도,영양,2019,19.58,36.53,0.0,0.03,0.01,0.39,81.33
경상북도,영양,2020,12.5,23.1,0.0,0.04,0.01,0.29,81.56
경상북도,영주,2015,28.43,48.82,0.01,0.03,0.02,0.69,81.8
경상북도,영주,2016,23.85,47.25,0.01,0.03,0.02,0.66,82.31
경상북도,영주,2017,27.09,44.5,0.01,0.03,0.01,0.71,82.55
경상북도,영주,2018,27.5,49.0,0.01,0.03,0.01,0.56,82.86
경상북도,영주,2019,25.25,57.92,0.0,0.03,0.02,0.48,83.04
경상북도,영주,2020,21.2,34.6,0.0,0.03,0.01,0.52,83.38
경상북도,영천,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.83
경상북도,영천,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.05
경상북도,영천,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.36
경상북도,영천,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.56
경상북도,영천,2019,21.67,39.17,0.0,0.03,0.02,0.47,81.93
경상북도,영천,2020,17.75,33.58,0.0,0.03,0.01,0.46,82.02
경상북도,예천,2015,28.43,45.47,0.01,0.03,0.02,0.55,82.17
경상북도,예천,2016,23.85,39.87,0.0,0.03,0.02,0.54,82.73
경상북도,예천,2017,23.89,47.66,0.0,0.03,0.02,0.54,83.52
경상북도,예천,2018,24.01,42.69,0.0,0.03,0.01,0.48,83.81
경상북도,예천,2019,19.58,36.53,0.0,0.03,0.01,0.39,84.41
경상북도,예천,2020,15.1,29.2,0.0,0.04,0.01,0.28,84.49
경상북도,울릉도,2015,28.43,45.47,0.01,0.03,0.02,0.55,82.19
경상북도,울릉도,2016,23.85,39.87,0.0,0.03,0.02,0.54,83.47
경상북도,울릉도,2017,23.89,47.66,0.0,0.03,0.02,0.54,83.81
경상북도,울릉도,2018,24.01,42.69,0.0,0.03,0.01,0.48,83.96
경상북도,울릉도,2019,12.6,24.83,0.0,0.04,0.01,0.23,85.45
경상북도,울진,2015,28.43,45.47,0.01,0.03,0.02,0.55,81.23
경상북도,울진,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.43
경상북도,울진,2017,23.89,47.66,0.0,0.03,0.02,0.54,82.0
경상북도,울진,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.44
경상북도,울진,2019,14.82,28.27,0.0,0.04,0.01,0.37,82.83
경상북도,울진,2020,11.42,24.92,0.0,0.04,0.01,0.39,83.0
경상북도,의성,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.06
경상북도,의성,2016,23.85,39.87,0.0,0.03,0.02,0.54,80.27
경상북도,의성,2017,23.89,47.66,0.0,0.03,0.02,0.54,80.68
경상북도,의성,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.19
경상북도,의성,2019,19.58,36.53,0.0,0.03,0.01,0.39,81.63
경상북도,의성,2020,14.25,24.5,0.0,0.03,0.01,0.47,81.87
경상북도,청도,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.97
경상북도,청도,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.56
경상북도,청도,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.88
경상북도,청도,2018,24.01,42.69,0.0,0.03,0.01,0.48,81.99
경상북도,청도,2019,19.58,36.53,0.0,0.03,0.01,0.39,82.02
경상북도,청도,2020,17.27,28.54,0.0,0.03,0.01,0.34,81.79
경상북도,청송,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.83
경상북도,청송,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.19
경상북도,청송,2017,23.89,47.66,0.0,0.03,0.02,0.54,81.82
경상북도,청송,2018,24.01,42.69,0.0,0.03,0.01,0.48,82.4
경상북도,청송,2019,19.58,36.53,0.0,0.03,0.01,0.39,82.87
경상북도,청송,2020,13.2,25.7,0.0,0.04,0.01,0.31,83.35
경상북도,칠곡,2015,28.43,45.47,0.01,0.03,0.02,0.55,80.87
경상북도,칠곡,2016,23.85,39.87,0.0,0.03,0.02,0.54,81.1
경상북도,칠곡,2017,23.89,94.0,0.0,0.02,0.02,0.6,81.61
경상북도,칠곡,2018,21.5,37.0,0.0,0.03,0.02,0.39,82.07
경상북도,칠곡,2019,21.92,36.83,0.0,0.03,0.02,0.38,82.44
경상북도,칠곡,2020,20.33,33.5,0.0,0.03,0.01,0.34,82.8
경상북도,포항,2015,28.43,42.5,0.01,0.03,0.02,0.65,81.33
경상북도,포항,2016,20.43,38.92,0.0,0.03,0.02,0.53,81.81
경상북도,포항,2017,21.42,38.0,0.0,0.03,0.01,0.52,82.22
경상북도,포항,2018,23.92,41.58,0.0,0.03,0.01,0.46,82.58
경상북도,포항,2019,19.67,39.17,0.0,0.04,0.02,0.44,82.94
경상북도,포항,2020,16.5,35.5,0.0,0.03,0.01,0.46,83.22
광주광역시,광주광역시,2015,26.0,41.58,0.0,0.03,0.02,0.48,82.2
광주광역시,광주광역시,2016,23.42,40.08,0.0,0.03,0.02,0.48,82.53
광주광역시,광주광역시,2017,24.17,40.42,0.0,0.03,0.02,0.45,82.83
광주광역시,광주광역시,2018,24.0,40.92,0.0,0.03,0.02,0.51,83.16
광주광역시,광주광역시,2019,23.5,42.0,0.0,0.03,0.02,0.46,83.53
광주광역시,광주광역시,2020,18.0,29.75,0.0,0.03,0.01,0.41,83.8
대구광역시,대구광역시,2015,25.42,45.58,0.0,0.03,0.02,0.42,82.08
대구광역시,대구광역시,2016,24.5,43.08,0.0,0.03,0.02,0.41,82.42
대구광역시,대구광역시,2017,22.75,41.92,0.0,0.03,0.02,0.44,82.8
대구광역시,대구광역시,2018,22.25,39.92,0.0,0.03,0.02,0.42,83.06
대구광역시,대구광역시,2019,22.5,39.0,0.0,0.03,0.02,0.46,83.38
대구광역시,대구광역시,2020,20.0,34.0,0.0,0.03,0.02,0.44,83.64
대전광역시,대전광역시,2015,28.33,45.25,0.0,0.02,0.02,0.48,82.65
대전광역시,대전광역시,2016,22.5,43.83,0.0,0.03,0.02,0.48,82.98
대전광역시,대전광역시,2017,21.08,45.33,0.0,0.03,0.02,0.44,83.33
대전광역시,대전광역시,2018,21.67,43.67,0.0,0.03,0.02,0.43,83.6
대전광역시,대전광역시,2019,22.25,41.17,0.0,0.02,0.02,0.42,83.84
대전광역시,대전광역시,2020,17.42,32.58,0.0,0.03,0.02,0.4,84.09
부산광역시,부산광역시,2015,25.58,45.08,0.01,0.03,0.02,0.38,81.48
부산광역시,부산광역시,2016,26.83,43.83,0.01,0.03,0.02,0.4,81.85
부산광역시,부산광역시,2017,25.58,43.75,0.0,0.03,0.02,0.36,82.21
부산광역시,부산광역시,2018,23.17,41.58,0.0,0.03,0.02,0.35,82.54
부산광역시,부산광역시,2019,21.33,36.92,0.0,0.03,0.02,0.38,82.87
부산광역시,부산광역시,2020,16.92,30.08,0.0,0.03,0.02,0.38,83.17
서울특별시,서울특별시,2015,23.17,45.5,0.01,0.02,0.03,0.52,83.9
서울특별시,서울특별시,2016,26.08,47.83,0.0,0.02,0.03,0.52,84.21
서울특별시,서울특별시,2017,24.5,43.83,0.0,0.03,0.03,0.52,84.54
서울특별시,서울특별시,2018,23.0,39.75,0.0,0.02,0.03,0.51,84.82
서울특별시,서울특별시,2019,24.83,41.58,0.0,0.02,0.03,0.54,85.14
서울특별시,서울특별시,2020,20.75,35.25,0.0,0.02,0.02,0.48,85.41
세종특별자치시,세종특별자치시,2016,23.38,46.0,0.0,0.03,0.02,0.62,82.83
세종특별자치시,세종특별자치시,2017,22.75,46.83,0.0,0.03,0.02,0.53,83.27
세종특별자치시,세종특별자치시,2018,21.5,42.0,0.0,0.03,0.02,0.55,83.44
세종특별자치시,세종특별자치시,2019,25.83,43.75,0.0,0.03,0.02,0.52,83.86
세종특별자치시,세종특별자치시,2020,19.42,35.67,0.0,0.03,0.02,0.48,84.38
울산광역시,울산광역시,2015,24.67,45.17,0.01,0.03,0.02,0.52,81.34
울산광역시,울산광역시,2016,23.17,43.17,0.01,0.03,0.02,0.49,81.75
울산광역시,울산광역시,2017,24.75,42.67,0.01,0.03,0.02,0.57,82.17
울산광역시,울산광역시,2018,23.17,40.08,0.01,0.03,0.02,0.52,82.35
울산광역시,울산광역시,2019,20.33,36.75,0.0,0.03,0.02,0.49,82.7
울산광역시,울산광역시,2020,17.0,30.25,0.0,0.03,0.02,0.48,83.08
인천광역시,인천광역시,2015,29.17,51.67,0.01,0.02,0.03,0.61,82.22
인천광역시,인천광역시,2016,26.42,49.58,0.01,0.03,0.02,0.57,82.56
인천광역시,인천광역시,2017,25.0,45.42,0.0,0.03,0.02,0.57,82.95
인천광역시,인천광역시,2018,22.25,39.5,0.0,0.02,0.02,0.52,83.19
인천광역시,인천광역시,2019,23.25,42.67,0.0,0.03,0.02,0.54,83.6
인천광역시,인천광역시,2020,18.08,33.25,0.0,0.03,0.02,0.49,83.84
전라남도,강진,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.08
전라남도,강진,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.62
전라남도,강진,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.8
전라남도,강진,2018,22.09,37.09,0.0,0.03,0.01,0.44,82.27
전라남도,강진,2019,16.29,25.71,0.0,0.04,0.01,0.3,83.15
전라남도,강진,2020,16.33,25.83,0.0,0.04,0.01,0.31,83.37
전라남도,고흥,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.44
전라남도,고흥,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.82
전라남도,고흥,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.05
전라남도,고흥,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.48
전라남도,고흥,2019,15.3,27.4,0.0,0.03,0.01,0.49,82.35
전라남도,고흥,2020,13.42,24.92,0.0,0.04,0.01,0.42,82.48
전라남도,곡성,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.24
전라남도,곡성,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.4
전라남도,곡성,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.99
전라남도,곡성,2018,22.09,37.09,0.0,0.03,0.01,0.44,82.55
전라남도,곡성,2019,16.5,30.25,0.0,0.02,0.01,0.52,83.05
전라남도,곡성,2020,14.92,29.92,0.0,0.03,0.01,0.54,83.41
전라남도,광양,2015,24.83,39.67,0.01,0.03,0.01,0.4,82.02
전라남도,광양,2016,23.75,38.42,0.01,0.03,0.01,0.4,82.31
전라남도,광양,2017,20.83,36.92,0.01,0.03,0.01,0.43,82.8
전라남도,광양,2018,20.75,35.75,0.01,0.03,0.01,0.44,83.35
전라남도,광양,2019,18.0,31.58,0.0,0.03,0.01,0.48,83.68
전라남도,광양,2020,14.0,26.67,0.0,0.03,0.01,0.42,84.12
전라남도,구례,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.07
전라남도,구례,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.74
전라남도,구례,2017,20.52,36.77,0.0,0.03,0.01,0.45,82.3
전라남도,구례,2018,22.09,37.09,0.0,0.03,0.01,0.44,83.16
전라남도,구례,2019,16.0,28.5,0.0,0.02,0.01,0.42,83.62
전라남도,구례,2020,18.17,30.17,0.0,0.03,0.01,0.48,83.8
전라남도,나주,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.12
전라남도,나주,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.69
전라남도,나주,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.27
전라남도,나주,2018,23.83,37.08,0.0,0.03,0.01,0.37,82.01
전라남도,나주,2019,20.25,34.75,0.0,0.03,0.01,0.39,82.7
전라남도,나주,2020,15.5,25.33,0.0,0.04,0.01,0.3,83.23
전라남도,담양,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.8
전라남도,담양,2016,23.85,37.97,0.01,0.03,0.01,0.47,82.69
전라남도,담양,2017,20.52,36.77,0.0,0.03,0.01,0.45,83.56
전라남도,담양,2018,24.0,38.5,0.0,0.02,0.01,0.34,83.58
전라남도,담양,2019,23.83,39.0,0.0,0.02,0.01,0.38,83.84
전라남도,담양,2020,14.5,36.33,0.0,0.02,0.01,0.28,83.92
전라남도,목포,2015,24.0,38.92,0.0,0.04,0.02,0.63,80.81
전라남도,목포,2016,20.42,40.33,0.0,0.04,0.01,0.54,81.03
전라남도,목포,2017,19.33,40.25,0.0,0.03,0.01,0.45,81.37
전라남도,목포,2018,17.83,38.33,0.0,0.03,0.01,0.56,81.45
전라남도,목포,2019,19.92,40.17,0.0,0.03,0.01,0.53,81.68
전라남도,목포,2020,14.5,31.08,0.0,0.03,0.01,0.42,81.94
전라남도,무안,2015,25.02,40.48,0.01,0.03,0.02,0.5,79.96
전라남도,무안,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.38
전라남도,무안,2017,20.52,36.77,0.0,0.03,0.01,0.45,80.88
전라남도,무안,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.41
전라남도,무안,2019,21.0,38.7,0.0,0.03,0.01,0.39,81.74
전라남도,무안,2020,19.17,36.08,0.0,0.03,0.01,0.39,81.96
전라남도,보성,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.65
전라남도,보성,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.78
전라남도,보성,2017,20.52,36.77,0.0,0.03,0.01,0.45,82.03
전라남도,보성,2018,22.09,37.09,0.0,0.03,0.01,0.44,82.56
전라남도,보성,2019,14.75,30.0,0.0,0.02,0.01,0.5,82.68
전라남도,보성,2020,14.92,29.58,0.0,0.03,0.01,0.54,82.92
전라남도,순천,2015,22.92,35.25,0.0,0.03,0.01,0.55,82.23
전라남도,순천,2016,25.0,35.33,0.0,0.03,0.01,0.47,82.52
전라남도,순천,2017,19.08,33.5,0.0,0.03,0.01,0.52,82.96
전라남도,순천,2018,21.25,34.75,0.0,0.03,0.01,0.49,83.36
전라남도,순천,2019,17.83,31.67,0.0,0.04,0.01,0.48,83.77
전라남도,순천,2020,14.08,25.58,0.0,0.04,0.01,0.44,84.12
전라남도,신안,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.72
전라남도,신안,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.86
전라남도,신안,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.66
전라남도,신안,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.95
전라남도,신안,2019,14.3,28.4,0.0,0.05,0.0,0.31,82.04
전라남도,신안,2020,14.0,23.08,0.0,0.04,0.0,0.27,82.04
전라남도,여수,2015,21.42,34.75,0.01,0.03,0.02,0.59,81.58
전라남도,여수,2016,21.67,34.5,0.01,0.03,0.02,0.57,81.77
전라남도,여수,2017,19.42,32.67,0.01,0.03,0.02,0.55,82.0
전라남도,여수,2018,17.92,32.5,0.01,0.03,0.02,0.54,82.36
전라남도,여수,2019,17.67,32.0,0.0,0.03,0.01,0.54,82.74
전라남도,여수,2020,13.42,25.75,0.0,0.03,0.01,0.51,83.13
전라남도,영광,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.57
전라남도,영광,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.7
전라남도,영광,2017,20.52,36.77,0.0,0.03,0.01,0.45,80.94
전라남도,영광,2018,32.0,50.0,0.0,0.02,0.02,0.5,81.57
전라남도,영광,2019,25.92,39.5,0.0,0.04,0.01,0.46,81.63
전라남도,영광,2020,20.0,31.92,0.0,0.04,0.01,0.36,81.86
전라남도,영암,2015,31.92,53.83,0.0,0.04,0.01,0.32,81.31
전라남도,영암,2016,28.42,41.25,0.0,0.03,0.01,0.36,81.74
전라남도,영암,2017,23.92,40.5,0.0,0.03,0.01,0.32,81.96
전라남도,영암,2018,23.67,38.17,0.0,0.03,0.01,0.38,82.2
전라남도,영암,2019,23.83,40.33,0.0,0.04,0.01,0.45,82.44
전라남도,영암,2020,22.42,33.58,0.0,0.03,0.01,0.32,82.62
전라남도,완도,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.8
전라남도,완도,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.24
전라남도,완도,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.33
전라남도,완도,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.62
전라남도,완도,2019,15.82,30.73,0.0,0.04,0.01,0.53,82.04
전라남도,완도,2020,12.08,23.92,0.0,0.03,0.01,0.43,82.55
전라남도,장성,2015,25.02,40.48,0.01,0.03,0.02,0.5,81.19
전라남도,장성,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.73
전라남도,장성,2017,20.52,36.77,0.0,0.03,0.01,0.45,82.07
전라남도,장성,2018,21.42,34.83,0.0,0.03,0.01,0.38,82.2
전라남도,장성,2019,20.92,37.0,0.0,0.03,0.01,0.42,82.73
전라남도,장성,2020,17.42,30.5,0.0,0.03,0.01,0.3,82.81
전라남도,장흥,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.99
전라남도,장흥,2016,23.85,37.97,0.01,0.03,0.01,0.47,81.16
전라남도,장흥,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.74
전라남도,장흥,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.98
전라남도,장흥,2019,21.75,31.67,0.0,0.04,0.01,0.42,82.41
전라남도,장흥,2020,17.75,27.58,0.0,0.04,0.01,0.39,82.3
전라남도,진도,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.9
전라남도,진도,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.7
전라남도,진도,2017,20.52,36.77,0.0,0.03,0.01,0.45,80.58
전라남도,진도,2018,22.09,37.09,0.0,0.03,0.01,0.44,80.7
전라남도,진도,2019,16.45,30.73,0.0,0.03,0.0,0.53,80.89
전라남도,진도,2020,13.75,27.25,0.0,0.03,0.0,0.42,81.33
전라남도,함평,2015,25.02,40.48,0.01,0.03,0.02,0.5,80.55
전라남도,함평,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.81
전라남도,함평,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.32
전라남도,함평,2018,22.09,37.09,0.0,0.03,0.01,0.44,81.98
전라남도,함평,2019,21.27,34.82,0.0,0.03,0.01,0.53,82.63
전라남도,함평,2020,17.83,30.58,0.0,0.02,0.01,0.53,82.54
전라남도,해남,2015,25.02,40.48,0.01,0.03,0.02,0.5,79.87
전라남도,해남,2016,23.85,37.97,0.01,0.03,0.01,0.47,80.53
전라남도,해남,2017,20.52,36.77,0.0,0.03,0.01,0.45,81.04
전라남도,해남,2018,18.25,31.0,0.01,0.03,0.01,0.44,81.42
전라남도,해남,2019,19.58,34.75,0.0,0.04,0.01,0.38,81.71
전라남도,해남,2020,16.17,28.67,0.0,0.04,0.01,0.34,81.9
