Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
3495,경기도,수원,2016,27.0,52.0,0.006,0.011,0.039,0.8,84.12
3496,경기도,수원,2016,24.0,49.0,0.005,0.016,0.035,0.7,83.19
3497,경기도,수원,2016,24.0,49.0,0.005,0.016,0.035,0.7,82.62
3498,경기도,수원,2016,24.0,49.0,0.005,0.016,0.035,0.7,82.19
3499,경기도,수원,2016,24.0,49.0,0.005,0.016,0.035,0.7,84.12
3500,경기도,수원,2016,31.0,69.0,0.005,0.023,0.036,0.6,83.19
3501,경기도,수원,2016,31.0,69.0,0.005,0.023,0.036,0.6,82.62
3502,경기도,수원,2016,31.0,69.0,0.005,0.023,0.036,0.6,82.19
3503,경기도,수원,2016,31.0,69.0,0.005,0.023,0.036,0.6,84.12
3504,경기도,수원,2016,30.0,76.0,0.004,0.031,0.034,0.6,83.19
3505,경기도,수원,2016,30.0,76.0,0.004,0.031,0.034,0.6,82.62
3506,경기도,수원,2016,30.0,76.0,0.004,0.031,0.034,0.6,82.19
3507,경기도,수원,2016,30.0,76.0,0.004,0.031,0.034,0.6,84.12
3508,경기도,수원,2016,27.0,59.0,0.004,0.039,0.03,0.6,83.19
3509,경기도,수원,2016,27.0,59.0,0.004,0.039,0.03,0.6,82.62
3510,경기도,수원,2016,27.0,59.0,0.004,0.039,0.03,0.6,82.19
3511,경기도,수원,2016,27.0,59.0,0.004,0.039,0.03,0.6,84.12
3512,경기도,수원,2016,25.0,49.0,0.004,0.04,0.025,0.6,83.19
3513,경기도,수원,2016,25.0,49.0,0.004,0.04,0.025,0.6,82.62
3514,경기도,수원,2016,25.0,49.0,0.004,0.04,0.025,0.6,82.19
3515,경기도,수원,2016,25.0,49.0,0.004,0.04,0.025,0.6,84.12
3516,경기도,수원,2016,20.0,33.0,0.004,0.026,0.022,0.5,83.19
3517,경기도,수원,2016,20.0,33.0,0.004,0.026,0.022,0.5,82.62
3518,경기도,수원,2016,20.0,33.0,0.004,0.026,0.022,0.5,82.19
3519,경기도,수원,2016,20.0,33.0,0.004,0.026,0.022,0.5,84.12
3520,경기도,수원,2016,23.0,40.0,0.004,0.032,0.025,0.5,83.19
3521,경기도,수원,2016,23.0,40.0,0.004,0.032,0.025,0.5,82.62
3522,경기도,수원,2016,23.0,40.0,0.004,0.032,0.025,0.5,82.19
3523,경기도,수원,2016,23.0,40.0,0.004,0.032,0.025,0.5,84.12
3524,경기도,수원,2016,25.0,43.0,0.003,0.025,0.03,0.6,83.19
3525,경기도,수원,2016,25.0,43.0,0.003,0.025,0.03,0.6,82.62
3526,경기도,수원,2016,25.0,43.0,0.003,0.025,0.03,0.6,82.19
3527,경기도,수원,2016,25.0,43.0,0.003,0.025,0.03,0.6,84.12
3528,경기도,수원,2016,29.0,61.0,0.004,0.012,0.038,0.7,83.19
3529,경기도,수원,2016,29.0,61.0,0.004,0.012,0.038,0.7,82.62
3530,경기도,수원,2016,29.0,61.0,0.004,0.012,0.038,0.7,82.19
3531,경기도,수원,2016,29.0,61.0,0.004,0.012,0.038,0.7,84.12
3532,경기도,수원,2016,29.0,55.0,0.004,0.008,0.041,0.8,83.19
3533,경기도,수원,2016,29.0,55.0,0.004,0.008,0.041,0.8,82.62
3534,경기도,수원,2016,29.0,55.0,0.004,0.008,0.041,0.8,82.19
3535,경기도,수원,2016,29.0,55.0,0.004,0.008,0.041,0.8,84.12
3536,경기도,수원,2016,25.199,44.0,0.003,0.015,0.034,0.6,83.19
3537,경기도,수원,2016,25.199,44.0,0.003,0.015,0.034,0.6,82.62
3538,경기도,수원,2016,25.199,44.0,0.003,0.015,0.034,0.6,82.19
3539,경기도,수원,2016,25.199,44.0,0.003,0.015,0.034,0.6,84.12
3540,경기도,수원,2017,33.0,61.0,0.005,0.041,0.041,0.8,83.51
3541,경기도,수원,2017,33.0,61.0,0.005,0.041,0.041,0.8,83.06
3542,경기도,수원,2017,33.0,61.0,0.005,0.041,0.041,0.8,82.53
3543,경기도,수원,2017,33.0,61.0,0.005,0.041,0.041,0.8,84.48
3544,경기도,수원,2017,28.0,52.0,0.005,0.016,0.038,0.7,83.51
3545,경기도,수원,2017,28.0,52.0,0.005,0.016,0.038,0.7,83.06
3546,경기도,수원,2017,28.0,52.0,0.005,0.016,0.038,0.7,82.53
3547,경기도,수원,2017,28.0,52.0,0.005,0.016,0.038,0.7,84.48
3548,경기도,수원,2017,40.0,70.0,0.006,0.042,0.042,0.7,83.51
3549,경기도,수원,2017,40.0,70.0,0.006,0.042,0.042,0.7,83.06
3550,경기도,수원,2017,40.0,70.0,0.006,0.042,0.042,0.7,82.53
3551,경기도,수원,2017,40.0,70.0,0.006,0.042,0.042,0.7,84.48
3552,경기도,수원,2017,28.0,63.0,0.004,0.031,0.031,0.6,83.51
3553,경기도,수원,2017,28.0,63.0,0.004,0.031,0.031,0.6,83.06
3554,경기도,수원,2017,28.0,63.0,0.004,0.031,0.031,0.6,82.53
3555,경기도,수원,2017,28.0,63.0,0.004,0.031,0.031,0.6,84.48
3556,경기도,수원,2017,28.0,69.0,0.004,0.036,0.028,0.5,83.51
3557,경기도,수원,2017,28.0,69.0,0.004,0.036,0.028,0.5,83.06
3558,경기도,수원,2017,28.0,69.0,0.004,0.036,0.028,0.5,82.53
3559,경기도,수원,2017,28.0,69.0,0.004,0.036,0.028,0.5,84.48
3560,경기도,수원,2017,25.0,43.0,0.004,0.038,0.023,0.5,83.51
3561,경기도,수원,2017,25.0,43.0,0.004,0.038,0.023,0.5,83.06
3562,경기도,수원,2017,25.0,43.0,0.004,0.038,0.023,0.5,82.53
3563,경기도,수원,2017,25.0,43.0,0.004,0.038,0.023,0.5,84.48
3564,경기도,수원,2017,24.0,37.0,0.003,0.028,0.02,0.5,83.51
3565,경기도,수원,2017,24.0,37.0,0.003,0.028,0.02,0.5,83.06
3566,경기도,수원,2017,24.0,37.0,0.003,0.028,0.02,0.5,82.53
3567,경기도,수원,2017,24.0,37.0,0.003,0.028,0.02,0.5,84.48
3568,경기도,수원,2017,13.0,24.0,0.003,0.023,0.022,0.5,83.51
3569,경기도,수원,2017,13.0,24.0,0.003,0.023,0.022,0.5,83.06
3570,경기도,수원,2017,13.0,24.0,0.003,0.023,0.022,0.5,82.53
3571,경기도,수원,2017,13.0,24.0,0.003,0.023,0.022,0.5,84.48
3572,경기도,수원,2017,21.0,36.0,0.003,0.025,0.03,0.5,83.51
3573,경기도,수원,2017,21.0,36.0,0.003,0.025,0.03,0.5,83.06
3574,경기도,수원,2017,21.0,36.0,0.003,0.025,0.03,0.5,82.53
3575,경기도,수원,2017,21.0,36.0,0.003,0.025,0.03,0.5,84.48
3576,경기도,수원,2017,23.0,44.0,0.003,0.014,0.036,0.6,83.51
3577,경기도,수원,2017,23.0,44.0,0.003,0.014,0.036,0.6,83.06
3578,경기도,수원,2017,23.0,44.0,0.003,0.014,0.036,0.6,82.53
3579,경기도,수원,2017,23.0,44.0,0.003,0.014,0.036,0.6,84.48
3580,경기도,수원,2017,30.0,44.0,0.004,0.01,0.037,0.7,83.51
3581,경기도,수원,2017,30.0,44.0,0.004,0.01,0.037,0.7,83.06
3582,경기도,수원,2017,30.0,44.0,0.004,0.01,0.037,0.7,82.53
3583,경기도,수원,2017,30.0,44.0,0.004,0.01,0.037,0.7,84.48
3584,경기도,수원,2017,18.55,31.0,0.003,0.018,0.031,0.5,83.51
3585,경기도,수원,2017,18.55,31.0,0.003,0.018,0.031,0.5,83.06
3586,경기도,수원,2017,18.55,31.0,0.003,0.018,0.031,0.5,82.53
3587,경기도,수원,2017,18.55,31.0,0.003,0.018,0.031,0.5,84.48
3588,경기도,수원,2018,31.0,48.0,0.004,0.012,0.039,0.8,83.92
3589,경기도,수원,2018,31.0,48.0,0.004,0.012,0.039,0.8,83.61
3590,경기도,수원,2018,31.0,48.0,0.004,0.012,0.039,0.8,82.75
3591,경기도,수원,2018,31.0,48.0,0.004,0.012,0.039,0.8,84.77
3592,경기도,수원,2018,29.0,51.0,0.004,0.017,0.037,0.7,83.92
3593,경기도,수원,2018,29.0,51.0,0.004,0.017,0.037,0.7,83.61
3594,경기도,수원,2018,29.0,51.0,0.004,0.017,0.037,0.7,82.75
3595,경기도,수원,2018,29.0,51.0,0.004,0.017,0.037,0.7,84.77
3596,경기도,수원,2018,33.0,52.0,0.004,0.026,0.031,0.6,83.92
3597,경기도,수원,2018,33.0,52.0,0.004,0.026,0.031,0.6,83.61
3598,경기도,수원,2018,33.0,52.0,0.004,0.026,0.031,0.6,82.75
3599,경기도,수원,2018,33.0,52.0,0.004,0.026,0.031,0.6,84.77
3600,경기도,수원,2018,26.0,52.0,0.003,0.031,0.028,0.5,83.92
3601,경기도,수원,2018,26.0,52.0,0.003,0.031,0.028,0.5,83.61
3602,경기도,수원,2018,26.0,52.0,0.003,0.031,0.028,0.5,82.75
3603,경기도,수원,2018,26.0,52.0,0.003,0.031,0.028,0.5,84.77
3604,경기도,수원,2018,21.0,45.0,0.003,0.037,0.024,0.5,83.92
3605,경기도,수원,2018,21.0,45.0,0.003,0.037,0.024,0.5,83.61
3606,경기도,수원,2018,21.0,45.0,0.003,0.037,0.024,0.5,82.75
3607,경기도,수원,2018,21.0,45.0,0.003,0.037,0.024,0.5,84.77
3608,경기도,수원,2018,24.0,39.0,0.004,0.037,0.024,0.5,83.92
3609,경기도,수원,2018,24.0,39.0,0.004,0.037,0.024,0.5,83.61
3610,경기도,수원,2018,24.0,39.0,0.004,0.037,0.024,0.5,82.75
3611,경기도,수원,2018,24.0,39.0,0.004,0.037,0.024,0.5,84.77
3612,경기도,수원,2018,17.0,27.0,0.004,0.028,0.017,0.4,83.92
3613,경기도,수원,2018,17.0,27.0,0.004,0.028,0.017,0.4,83.61
3614,경기도,수원,2018,17.0,27.0,0.004,0.028,0.017,0.4,82.75
3615,경기도,수원,2018,17.0,27.0,0.004,0.028,0.017,0.4,84.77
3616,경기도,수원,2018,11.0,26.0,0.003,0.031,0.017,0.5,83.92
3617,경기도,수원,2018,11.0,26.0,0.003,0.031,0.017,0.5,83.61
3618,경기도,수원,2018,11.0,26.0,0.003,0.031,0.017,0.5,82.75
3619,경기도,수원,2018,11.0,26.0,0.003,0.031,0.017,0.5,84.77
3620,경기도,수원,2018,15.0,21.0,0.002,0.025,0.021,0.5,83.92
3621,경기도,수원,2018,15.0,21.0,0.002,0.025,0.021,0.5,83.61
3622,경기도,수원,2018,15.0,21.0,0.002,0.025,0.021,0.5,82.75
3623,경기도,수원,2018,15.0,21.0,0.002,0.025,0.021,0.5,84.77
3624,경기도,수원,2018,34.0,56.0,0.003,0.01,0.046,0.7,83.92
3625,경기도,수원,2018,34.0,56.0,0.003,0.01,0.046,0.7,83.61
3626,경기도,수원,2018,34.0,56.0,0.003,0.01,0.046,0.7,82.75
3627,경기도,수원,2018,34.0,56.0,0.003,0.01,0.046,0.7,84.77
3628,경기도,수원,2018,25.0,44.0,0.004,0.01,0.04,0.7,83.92
3629,경기도,수원,2018,25.0,44.0,0.004,0.01,0.04,0.7,83.61
3630,경기도,수원,2018,25.0,44.0,0.004,0.01,0.04,0.7,82.75
3631,경기도,수원,2018,25.0,44.0,0.004,0.01,0.04,0.7,84.77
3632,경기도,수원,2018,19.118,31.0,0.003,0.017,0.033,0.6,83.92
3633,경기도,수원,2018,19.118,31.0,0.003,0.017,0.033,0.6,83.61
3634,경기도,수원,2018,19.118,31.0,0.003,0.017,0.033,0.6,82.75
3635,경기도,수원,2018,19.118,31.0,0.003,0.017,0.033,0.6,84.77
3636,경기도,수원,2019,39.0,66.0,0.004,0.01,0.045,0.8,84.14
3637,경기도,수원,2019,39.0,66.0,0.004,0.01,0.045,0.8,83.86
3638,경기도,수원,2019,39.0,66.0,0.004,0.01,0.045,0.8,83.03
3639,경기도,수원,2019,39.0,66.0,0.004,0.01,0.045,0.8,85.14
3640,경기도,수원,2019,36.0,58.0,0.004,0.015,0.039,0.7,84.14
3641,경기도,수원,2019,36.0,58.0,0.004,0.015,0.039,0.7,83.86
3642,경기도,수원,2019,36.0,58.0,0.004,0.015,0.039,0.7,83.03
3643,경기도,수원,2019,36.0,58.0,0.004,0.015,0.039,0.7,85.14
3644,경기도,수원,2019,46.0,69.0,0.004,0.025,0.034,0.7,84.14
3645,경기도,수원,2019,46.0,69.0,0.004,0.025,0.034,0.7,83.86
3646,경기도,수원,2019,46.0,69.0,0.004,0.025,0.034,0.7,83.03
3647,경기도,수원,2019,46.0,69.0,0.004,0.025,0.034,0.7,85.14
3648,경기도,수원,2019,20.0,41.0,0.003,0.03,0.029,0.5,84.14
3649,경기도,수원,2019,20.0,41.0,0.003,0.03,0.029,0.5,83.86
3650,경기도,수원,2019,20.0,41.0,0.003,0.03,0.029,0.5,83.03
3651,경기도,수원,2019,20.0,41.0,0.003,0.03,0.029,0.5,85.14
3652,경기도,수원,2019,28.0,53.0,0.004,0.049,0.026,0.6,84.14
3653,경기도,수원,2019,28.0,53.0,0.004,0.049,0.026,0.6,83.86
3654,경기도,수원,2019,28.0,53.0,0.004,0.049,0.026,0.6,83.03
3655,경기도,수원,2019,28.0,53.0,0.004,0.049,0.026,0.6,85.14
3656,경기도,수원,2019,19.0,30.0,0.003,0.044,0.02,0.5,84.14
3657,경기도,수원,2019,19.0,30.0,0.003,0.044,0.02,0.5,83.86
3658,경기도,수원,2019,19.0,30.0,0.003,0.044,0.02,0.5,83.03
3659,경기도,수원,2019,19.0,30.0,0.003,0.044,0.02,0.5,85.14
3660,경기도,수원,2019,18.0,30.0,0.003,0.033,0.015,0.5,84.14
3661,경기도,수원,2019,18.0,30.0,0.003,0.033,0.015,0.5,83.86
3662,경기도,수원,2019,18.0,30.0,0.003,0.033,0.015,0.5,83.03
3663,경기도,수원,2019,18.0,30.0,0.003,0.033,0.015,0.5,85.14
3664,경기도,수원,2019,18.0,30.0,0.003,0.036,0.018,0.5,84.14
3665,경기도,수원,2019,18.0,30.0,0.003,0.036,0.018,0.5,83.86
3666,경기도,수원,2019,18.0,30.0,0.003,0.036,0.018,0.5,83.03
3667,경기도,수원,2019,18.0,30.0,0.003,0.036,0.018,0.5,85.14
3668,경기도,수원,2019,13.0,24.0,0.003,0.024,0.021,0.5,84.14
3669,경기도,수원,2019,13.0,24.0,0.003,0.024,0.021,0.5,83.86
3670,경기도,수원,2019,13.0,24.0,0.003,0.024,0.021,0.5,83.03
3671,경기도,수원,2019,13.0,24.0,0.003,0.024,0.021,0.5,85.14
3672,경기도,수원,2019,21.0,42.0,0.003,0.012,0.035,0.6,84.14
3673,경기도,수원,2019,21.0,42.0,0.003,0.012,0.035,0.6,83.86
3674,경기도,수원,2019,21.0,42.0,0.003,0.012,0.035,0.6,83.03
3675,경기도,수원,2019,21.0,42.0,0.003,0.012,0.035,0.6,85.14
3676,경기도,수원,2019,29.0,43.0,0.003,0.008,0.038,0.7,84.14
3677,경기도,수원,2019,29.0,43.0,0.003,0.008,0.038,0.7,83.86
3678,경기도,수원,2019,29.0,43.0,0.003,0.008,0.038,0.7,83.03
3679,경기도,수원,2019,29.0,43.0,0.003,0.008,0.038,0.7,85.14
3680,경기도,수원,2019,19.838,32.0,0.002,0.019,0.026,0.6,84.14
3681,경기도,수원,2019,19.838,32.0,0.002,0.019,0.026,0.6,83.86
3682,경기도,수원,2019,19.838,32.0,0.002,0.019,0.026,0.6,83.03
3683,경기도,수원,2019,19.838,32.0,0.002,0.019,0.026,0.6,85.14
3684,경기도,수원,2020,30.0,44.0,0.003,0.011,0.037,0.7,84.26
3685,경기도,수원,2020,30.0,44.0,0.003,0.011,0.037,0.7,84.13
3686,경기도,수원,2020,30.0,44.0,0.003,0.011,0.037,0.7,83.29
3687,경기도,수원,2020,30.0,44.0,0.003,0.011,0.037,0.7,85.39
3688,경기도,수원,2020,28.0,42.0,0.003,0.016,0.033,0.6,84.26
3689,경기도,수원,2020,28.0,42.0,0.003,0.016,0.033,0.6,84.13
3690,경기도,수원,2020,28.0,42.0,0.003,0.016,0.033,0.6,83.29
3691,경기도,수원,2020,28.0,42.0,0.003,0.016,0.033,0.6,85.39
3692,경기도,수원,2020,25.0,47.0,0.003,0.024,0.027,0.6,84.26
3693,경기도,수원,2020,25.0,47.0,0.003,0.024,0.027,0.6,84.13
3694,경기도,수원,2020,25.0,47.0,0.003,0.024,0.027,0.6,83.29
3695,경기도,수원,2020,25.0,47.0,0.003,0.024,0.027,0.6,85.39
3696,경기도,수원,2020,19.0,43.0,0.003,0.038,0.019,0.5,84.26
3697,경기도,수원,2020,19.0,43.0,0.003,0.038,0.019,0.5,84.13
3698,경기도,수원,2020,19.0,43.0,0.003,0.038,0.019,0.5,83.29
3699,경기도,수원,2020,19.0,43.0,0.003,0.038,0.019,0.5,85.39
3700,경기도,수원,2020,18.0,37.0,0.002,0.039,0.019,0.5,84.26
3701,경기도,수원,2020,18.0,37.0,0.002,0.039,0.019,0.5,84.13
3702,경기도,수원,2020,18.0,37.0,0.002,0.039,0.019,0.5,83.29
3703,경기도,수원,2020,18.0,37.0,0.002,0.039,0.019,0.5,85.39
3704,경기도,수원,2020,21.0,42.0,0.003,0.047,0.018,0.5,84.26
3705,경기도,수원,2020,21.0,42.0,0.003,0.047,0.018,0.5,84.13
3706,경기도,수원,2020,21.0,42.0,0.003,0.047,0.018,0.5,83.29
3707,경기도,수원,2020,21.0,42.0,0.003,0.047,0.018,0.5,85.39
3708,경기도,수원,2020,13.0,25.0,0.002,0.033,0.015,0.5,84.26
3709,경기도,수원,2020,13.0,25.0,0.002,0.033,0.015,0.5,84.13
3710,경기도,수원,2020,13.0,25.0,0.002,0.033,0.015,0.5,83.29
3711,경기도,수원,2020,13.0,25.0,0.002,0.033,0.015,0.5,85.39
3712,경기도,수원,2020,14.0,27.0,0.002,0.022,0.012,0.4,84.26
3713,경기도,수원,2020,14.0,27.0,0.002,0.022,0.012,0.4,84.13
3714,경기도,수원,2020,14.0,27.0,0.002,0.022,0.012,0.4,83.29
3715,경기도,수원,2020,14.0,27.0,0.002,0.022,0.012,0.4,85.39
3716,경기도,수원,2020,11.0,23.0,0.002,0.031,0.017,0.5,84.26
3717,경기도,수원,2020,11.0,23.0,0.002,0.031,0.017,0.5,84.13
3718,경기도,수원,2020,11.0,23.0,0.002,0.031,0.017,0.5,83.29
3719,경기도,수원,2020,11.0,23.0,0.002,0.031,0.017,0.5,85.39
3720,경기도,수원,2020,24.0,45.0,0.003,0.015,0.034,0.6,84.26
3721,경기도,수원,2020,24.0,45.0,0.003,0.015,0.034,0.6,84.13
3722,경기도,수원,2020,24.0,45.0,0.003,0.015,0.034,0.6,83.29
3723,경기도,수원,2020,24.0,45.0,0.003,0.015,0.034,0.6,85.39
3724,경기도,수원,2020,26.0,44.0,0.003,0.013,0.036,0.6,84.26
3725,경기도,수원,2020,26.0,44.0,0.003,0.013,0.036,0.6,84.13
3726,경기도,수원,2020,26.0,44.0,0.003,0.013,0.036,0.6,83.29
3727,경기도,수원,2020,26.0,44.0,0.003,0.013,0.036,0.6,85.39
3728,경기도,수원,2020,21.957,39.0,0.003,0.022,0.029,0.5,84.26
3729,경기도,수원,2020,21.957,39.0,0.003,0.022,0.029,0.5,84.13
3730,경기도,수원,2020,21.957,39.0,0.003,0.022,0.029,0.5,83.29
3731,경기도,수원,2020,21.957,39.0,0.003,0.022,0.029,0.5,85.39
3732,경기도,시흥,2010,38.524,67.0,0.01,0.013,0.044,0.9,80.27
3733,경기도,시흥,2010,33.468,59.0,0.009,0.017,0.038,0.7,80.27
3734,경기도,시흥,2010,37.304,71.0,0.006,0.025,0.032,0.6,80.27
3735,경기도,시흥,2010,30.913,58.0,0.007,0.029,0.034,0.6,80.27
3736,경기도,시흥,2010,32.518,63.0,0.009,0.035,0.032,0.5,80.27
3737,경기도,시흥,2010,29.846,59.0,0.008,0.034,0.039,0.5,80.27
3738,경기도,시흥,2010,22.14,36.0,0.009,0.025,0.024,0.5,80.27
3739,경기도,시흥,2010,21.031,36.0,0.006,0.022,0.025,0.4,80.27
3740,경기도,시흥,2010,21.014,35.0,0.005,0.021,0.026,0.5,80.27
3741,경기도,시흥,2010,29.387,54.0,0.006,0.019,0.04,0.6,80.27
3742,경기도,시흥,2010,46.986,89.0,0.009,0.018,0.039,0.7,80.27
3743,경기도,시흥,2010,42.693,77.0,0.008,0.014,0.036,0.8,80.27
3744,경기도,시흥,2011,32.157,55.0,0.008,0.018,0.036,0.8,80.49
3745,경기도,시흥,2011,50.658,94.0,0.009,0.016,0.047,1.0,80.49
3746,경기도,시흥,2011,39.311,76.0,0.007,0.03,0.025,0.5,80.49
3747,경기도,시흥,2011,36.742,70.0,0.009,0.031,0.033,0.6,80.49
3748,경기도,시흥,2011,45.594,91.0,0.009,0.031,0.034,0.5,80.49
3749,경기도,시흥,2011,27.186,50.0,0.009,0.035,0.026,0.5,80.49
3750,경기도,시흥,2011,21.907,36.0,0.008,0.022,0.021,0.4,80.49
3751,경기도,시흥,2011,22.018,37.0,0.007,0.023,0.021,0.4,80.49
3752,경기도,시흥,2011,22.161,39.0,0.006,0.025,0.024,0.4,80.49
3753,경기도,시흥,2011,30.741,56.0,0.007,0.019,0.038,0.6,80.49
3754,경기도,시흥,2011,28.541,49.0,0.007,0.013,0.035,0.6,80.49
3755,경기도,시흥,2011,31.567,52.0,0.009,0.012,0.031,0.7,80.49
3756,경기도,시흥,2012,39.931,69.0,0.01,0.012,0.034,0.8,80.73
3757,경기도,시흥,2012,32.54,57.0,0.009,0.018,0.037,0.7,80.73
3758,경기도,시흥,2012,30.552,56.0,0.007,0.026,0.032,0.6,80.73
3759,경기도,시흥,2012,29.648,56.0,0.008,0.031,0.031,0.5,80.73
3760,경기도,시흥,2012,33.019,65.0,0.01,0.037,0.036,0.5,80.73
3761,경기도,시흥,2012,23.976,44.0,0.008,0.037,0.026,0.5,80.73
3762,경기도,시흥,2012,19.864,33.0,0.007,0.024,0.023,0.4,80.73
3763,경기도,시흥,2012,17.442,29.0,0.006,0.028,0.022,0.4,80.73
3764,경기도,시흥,2012,21.522,38.0,0.006,0.026,0.031,0.5,80.73
3765,경기도,시흥,2012,25.21,44.0,0.007,0.022,0.035,0.6,80.73
3766,경기도,시흥,2012,32.29,56.0,0.008,0.016,0.035,0.7,80.73
3767,경기도,시흥,2012,32.317,54.0,0.008,0.013,0.042,0.9,80.73
3768,경기도,시흥,2013,42.537,75.0,0.01,0.013,0.047,1.0,80.84
3769,경기도,시흥,2013,31.15,55.0,0.007,0.019,0.036,0.7,80.84
3770,경기도,시흥,2013,34.227,64.0,0.007,0.025,0.033,0.6,80.84
3771,경기도,시흥,2013,32.019,61.0,0.007,0.034,0.031,0.6,80.84
3772,경기도,시흥,2013,32.31,63.0,0.011,0.039,0.034,0.5,80.84
3773,경기도,시흥,2013,26.59,50.0,0.009,0.033,0.034,0.5,80.84
3774,경기도,시흥,2013,22.677,39.0,0.008,0.029,0.019,0.4,80.84
3775,경기도,시흥,2013,23.174,42.0,0.007,0.031,0.023,0.4,80.84
3776,경기도,시흥,2013,20.826,36.0,0.006,0.025,0.03,0.5,80.84
3777,경기도,시흥,2013,21.688,38.0,0.005,0.019,0.035,0.5,80.84
3778,경기도,시흥,2013,31.179,54.0,0.008,0.015,0.038,0.7,80.84
3779,경기도,시흥,2013,37.51,66.0,0.009,0.011,0.043,0.8,80.84
3780,경기도,시흥,2014,40.93,72.0,0.01,0.012,0.044,0.9,81.24
3781,경기도,시흥,2014,39.711,73.0,0.008,0.015,0.046,0.8,81.24
3782,경기도,시흥,2014,35.752,67.0,0.01,0.027,0.036,0.6,81.24
3783,경기도,시흥,2014,35.7,69.0,0.01,0.03,0.042,0.6,81.24
3784,경기도,시흥,2014,36.401,73.0,0.01,0.043,0.032,0.5,81.24
3785,경기도,시흥,2014,25.485,48.0,0.008,0.038,0.028,0.5,81.24
3786,경기도,시흥,2014,25.581,47.0,0.008,0.035,0.026,0.5,81.24
3787,경기도,시흥,2014,21.486,38.0,0.006,0.029,0.028,0.5,81.24
3788,경기도,시흥,2014,22.598,41.0,0.006,0.025,0.035,0.5,81.24
3789,경기도,시흥,2014,25.084,47.0,0.005,0.019,0.042,0.5,81.24
3790,경기도,시흥,2014,32.031,58.0,0.006,0.015,0.043,0.7,81.24
3791,경기도,시흥,2014,34.249,60.0,0.008,0.014,0.036,0.7,81.24
3792,경기도,시흥,2015,37.004,65.0,0.008,0.013,0.039,0.8,81.71
3793,경기도,시흥,2015,49.416,93.0,0.007,0.019,0.034,0.8,81.71
3794,경기도,시흥,2015,42.067,80.0,0.008,0.022,0.04,0.7,81.71
3795,경기도,시흥,2015,28.904,55.0,0.007,0.027,0.036,0.5,81.71
3796,경기도,시흥,2015,27.7,52.0,0.01,0.036,0.031,0.5,81.71
3797,경기도,시흥,2015,22.391,42.0,0.007,0.039,0.028,0.5,81.71
3798,경기도,시흥,2015,19.511,34.0,0.007,0.031,0.023,0.4,81.71
3799,경기도,시흥,2015,21.791,39.0,0.007,0.035,0.025,0.5,81.71
3800,경기도,시흥,2015,20.156,36.0,0.006,0.029,0.032,0.5,81.71
3801,경기도,시흥,2015,25.577,43.0,0.005,0.013,0.039,0.7,81.71
3802,경기도,시흥,2015,34.741,60.0,0.007,0.012,0.044,0.9,81.71
3803,경기도,시흥,2015,29.931,56.0,0.006,0.024,0.038,0.6,81.71
3804,경기도,시흥,2016,31.365,54.0,0.006,0.016,0.037,0.8,82.17
3805,경기도,시흥,2016,28.031,49.0,0.006,0.022,0.034,0.7,82.17
3806,경기도,시흥,2016,35.499,67.0,0.007,0.028,0.037,0.7,82.17
3807,경기도,시흥,2016,37.251,73.0,0.008,0.032,0.038,0.6,82.17
3808,경기도,시흥,2016,28.394,57.0,0.008,0.044,0.033,0.5,82.17
3809,경기도,시흥,2016,24.077,45.0,0.007,0.042,0.028,0.6,82.17
3810,경기도,시흥,2016,20.415,34.0,0.007,0.028,0.024,0.5,82.17
3811,경기도,시흥,2016,22.022,39.0,0.007,0.033,0.025,0.5,82.17
3812,경기도,시흥,2016,24.486,45.0,0.005,0.03,0.033,0.6,82.17
3813,경기도,시흥,2016,33.744,62.0,0.007,0.015,0.04,0.6,82.17
3814,경기도,시흥,2016,32.359,57.0,0.007,0.012,0.041,0.7,82.17
3815,경기도,시흥,2016,26.249,47.0,0.004,0.018,0.036,0.6,82.17
3816,경기도,시흥,2017,32.175,63.0,0.006,0.038,0.038,0.7,82.46
3817,경기도,시흥,2017,31.376,56.0,0.007,0.021,0.036,0.7,82.46
3818,경기도,시흥,2017,41.0,72.0,0.009,0.039,0.039,0.7,82.46
3819,경기도,시흥,2017,29.0,64.0,0.009,0.035,0.033,0.5,82.46
3820,경기도,시흥,2017,26.0,73.0,0.01,0.04,0.029,0.5,82.46
3821,경기도,시흥,2017,19.0,44.0,0.008,0.039,0.023,0.5,82.46
3822,경기도,시흥,2017,21.0,38.0,0.008,0.031,0.024,0.5,82.46
3823,경기도,시흥,2017,15.0,29.0,0.005,0.026,0.025,0.5,82.46
3824,경기도,시흥,2017,28.0,44.0,0.006,0.029,0.032,0.6,82.46
3825,경기도,시흥,2017,31.0,50.0,0.006,0.017,0.035,0.6,82.46
3826,경기도,시흥,2017,35.0,52.0,0.007,0.013,0.035,0.7,82.46
3827,경기도,시흥,2017,22.451,40.0,0.004,0.021,0.032,0.5,82.46
3828,경기도,시흥,2018,37.0,57.0,0.006,0.014,0.038,0.7,82.78
3829,경기도,시흥,2018,33.0,59.0,0.006,0.021,0.034,0.6,82.78
3830,경기도,시흥,2018,42.0,59.0,0.007,0.028,0.033,0.6,82.78
3831,경기도,시흥,2018,32.0,59.0,0.007,0.032,0.031,0.5,82.78
3832,경기도,시흥,2018,29.0,51.0,0.006,0.037,0.026,0.5,82.78
