,Country,District,City,date,pm25,pm10,so2,o3,no2,co
0,South Korea,강원도,강릉,2015.01,20,48,0.007,0.022,0.014,0.8
1,South Korea,강원도,강릉,2015.02,24,74,0.007,0.025,0.014,0.6
2,South Korea,강원도,강릉,2015.03,25,72,0.006,0.032,0.015,0.6
3,South Korea,강원도,강릉,2015.04,20,55,0.004,0.037,0.012,0.4
4,South Korea,강원도,강릉,2015.05,21,54,0.003,0.046,0.012,0.4
5,South Korea,강원도,강릉,2015.06,21,43,0.003,0.039,0.011,0.3
6,South Korea,강원도,강릉,2015.07,17,34,0.002,0.027,0.01,0.3
7,South Korea,강원도,강릉,2015.08,22,37,0.002,0.033,0.009,0.3
8,South Korea,강원도,강릉,2015.09,12,34,0.002,0.026,0.01,0.4
9,South Korea,강원도,강릉,2015.1,16,47,0.003,0.031,0.013,0.4
10,South Korea,강원도,강릉,2015.11,14,39,0.004,0.022,0.014,0.5
11,South Korea,강원도,강릉,2015.12,25,46,0.005,0.021,0.016,0.6
12,South Korea,강원도,강릉,2016.01,28,43,0.004,0.026,0.015,0.6
13,South Korea,강원도,강릉,2016.02,28,49,0.005,0.029,0.015,0.8
14,South Korea,강원도,강릉,2016.03,35,63,0.005,0.034,0.018,0.5
15,South Korea,강원도,강릉,2016.04,30,69,0.003,0.042,0.015,0.4
16,South Korea,강원도,강릉,2016.05,32,58,0.002,0.048,0.015,0.4
17,South Korea,강원도,강릉,2016.06,30,44,0.002,0.039,0.014,0.3
18,South Korea,강원도,강릉,2016.07,23,33,0.002,0.026,0.011,0.3
19,South Korea,강원도,강릉,2016.08,17,33,0.002,0.026,0.007,0.3
20,South Korea,강원도,강릉,2016.09,25,38,0.002,0.024,0.009,0.4
21,South Korea,강원도,강릉,2016.1,24,44,0.003,0.023,0.014,0.5
22,South Korea,강원도,강릉,2016.11,29,53,0.004,0.023,0.017,0.7
23,South Korea,강원도,강릉,2016.12,26,40,0.005,0.022,0.015,0.6
24,South Korea,강원도,강릉,2017.01,30,48,0.005,0.011,0.011,0.6
25,South Korea,강원도,강릉,2017.02,29,52,0.004,0.031,0.013,0.5
26,South Korea,강원도,강릉,2017.03,37,62,0.004,0.015,0.015,0.4
27,South Korea,강원도,강릉,2017.04,27,55,0.003,0.048,0.008,0.3
28,South Korea,강원도,강릉,2017.05,29,61,0.003,0.052,0.014,0.3
29,South Korea,강원도,강릉,2017.06,24,38,0.001,0.042,0.012,0.3
30,South Korea,강원도,강릉,2017.07,21,33,0.001,0.033,0.011,0.2
31,South Korea,강원도,강릉,2017.08,15,29,0.002,0.022,0.013,0.3
32,South Korea,강원도,강릉,2017.09,21,41,0.003,0.034,0.012,0.5
33,South Korea,강원도,강릉,2017.1,17,39,0.003,0.026,0.011,0.5
34,South Korea,강원도,강릉,2017.11,21,37,0.003,0.029,0.012,0.6
35,South Korea,강원도,강릉,2017.12,25*,29,0.004,0.025,0.012,0.6
36,South Korea,강원도,강릉,2018.01,27*,33,0.005,0.027,0.02,0.5
37,South Korea,강원도,강릉,2018.02,23,37,0.005,0.03,0.011,0.5
38,South Korea,강원도,강릉,2018.03,25,37,0.005,0.038,0.015,0.4
39,South Korea,강원도,강릉,2018.04,24,49,0.002,0.044,0.015,0.3
40,South Korea,강원도,강릉,2018.05,21,47,0.002,0.046,0.013,0.3
41,South Korea,강원도,강릉,2018.06,18,37,0.002,0.048,0.013,0.3
42,South Korea,강원도,강릉,2018.07,17,32,0.002,0.033,0.011,0.2
43,South Korea,강원도,강릉,2018.08,13,31,0.002,0.025,0.01,0.3
44,South Korea,강원도,강릉,2018.09,17,24,0.003,0.027,0.012,0.3
45,South Korea,강원도,강릉,2018.1,14**,17**,0.003**,0.033**,0.006**,0.2**
46,South Korea,강원도,강릉,2018.11,19,46,0.003,0.028,0.018,0.3
47,South Korea,강원도,강릉,2018.12,16,30,0.004,0.024,0.017,0.3
48,South Korea,강원도,강릉,2019.01,23,41,0.005,0.029,0.017,0.3
49,South Korea,강원도,강릉,2019.02,25,42,0.004,0.034,0.016,0.4
50,South Korea,강원도,강릉,2019.03,32,51,0.003,0.046,0.014,0.3
51,South Korea,강원도,강릉,2019.04,16,36,0.002,0.042,0.013,0.3
52,South Korea,강원도,강릉,2019.05,21,47,0.002,0.059,0.012,0.3
53,South Korea,강원도,강릉,2019.06,16,32,0.002,0.045,0.01,0.3
54,South Korea,강원도,강릉,2019.07,14,29,0.001,0.038,0.008,0.3
55,South Korea,강원도,강릉,2019.08,12,28,0.001,0.034,0.009,0.4
56,South Korea,강원도,강릉,2019.09,10,25,0.001,0.028,0.009,0.2
57,South Korea,강원도,강릉,2019.1,13*,29*,0.001*,0.026*,0.009*,0.2*
58,South Korea,강원도,강릉,2019.11,-,-,-,-,-,-
59,South Korea,강원도,강릉,2019.12,17,30,0.002,0.028,0.015,0.4
60,South Korea,강원도,강릉,2020.01,14,25,0.002,0.028,0.014,0.5
61,South Korea,강원도,강릉,2020.02,19,32,0.003,0.033,0.014,0.6*
62,South Korea,강원도,강릉,2020.03,16,36,0.002,0.039,0.011,0.4
63,South Korea,강원도,강릉,2020.04,15,38,0.002,0.047,0.011**,0.3
64,South Korea,강원도,강릉,2020.05,12,32,0.003,0.042,0.011,0.5
65,South Korea,강원도,강릉,2020.06,18,42,0.003,0.047,0.01,0.4
66,South Korea,강원도,강릉,2020.07,8,14**,0.002,0.029,0.01,0.5
67,South Korea,강원도,강릉,2020.08,11,17,0.002,0.026,0.011,0.5
68,South Korea,강원도,강릉,2020.09,11,27,0.003,0.035,0.009,0.5
69,South Korea,강원도,강릉,2020.1,14,31,0.002,0.037,0.01,0.5
70,South Korea,강원도,강릉,2020.11,19*,32,0.003,0.033,0.013,0.4
71,South Korea,강원도,강릉,2020.12,-,30,0.003,0.033,0.014,0.4
72,South Korea,강원도,강릉,2021.01,12**,32,0.003,0.031,0.015,0.4
73,South Korea,강원도,강릉,2021.02,17,39,0.003,0.037,0.014,0.3
74,South Korea,강원도,강릉,2021.03,16,55,0.003,0.04,0.015,0.5
75,South Korea,강원도,강릉,2021.04,13,45,0.002,0.046,0.011,0.3
76,South Korea,강원도,강릉,2021.05,14,50,0.002,0.048,0.009,0.4
77,South Korea,강원도,강릉,2021.06,10,28,0.002,0.04,0.01,0.4
78,South Korea,강원도,강릉,2021.07,9,21,0.002,0.03,0.01,0.3
79,South Korea,강원도,강릉,2021.08,6,20,0.002,0.032,0.01,0.2
80,South Korea,강원도,강릉,2021.09,5,15,0.003,0.029,0.009,0.2
81,South Korea,강원도,강릉,2021.1,8,21,0.003,0.034,0.008,0.3
82,South Korea,강원도,강릉,2021.11,14,32,0.003,0.035,0.012,0.3
83,South Korea,강원도,강릉,2021.12,11,26,0.003,0.031,0.013,0.3
84,South Korea,강원도,강릉,2022.01,15,29,0.004,0.03,0.016,0.4
85,South Korea,강원도,강릉,2022.02,16,27,0.003,0.041,0.012,0.4
86,South Korea,강원도,강릉,2022.03,19*,42**,0.003,0.045,0.011,0.3
87,South Korea,강원도,강릉,2022.04,15,39,0.002,0.052,0.009,0.2
88,South Korea,강원도,강릉,2022.05,14,30,0.002,0.058,0.009,0.2
89,South Korea,강원도,강릉,2022.06,9,21,0.002,0.04,0.008,0.2
90,South Korea,강원도,강릉,2022.07,7,16,0.002,0.029,0.007,0.2
91,South Korea,강원도,강릉,2022.08,11,17,0.002,0.028,0.009,0.2
92,South Korea,강원도,강릉,2022.09,10,18,0.002,0.027,0.008,0.3
93,South Korea,강원도,강릉,2022.1,14,22,0.002,0.021,0.012,0.3
94,South Korea,강원도,강릉,2022.11,19,34,0.002,0.033,0.011,0.4
95,South Korea,강원도,고성,2015.01,-,-,-,-,-,-
96,South Korea,강원도,고성,2015.02,-,-,-,-,-,-
97,South Korea,강원도,고성,2015.03,-,-,-,-,-,-
98,South Korea,강원도,고성,2015.04,-,-,-,-,-,-
99,South Korea,강원도,고성,2015.05,-,-,-,-,-,-
100,South Korea,강원도,고성,2015.06,-,-,-,-,-,-
101,South Korea,강원도,고성,2015.07,-,-,-,-,-,-
102,South Korea,강원도,고성,2015.08,-,-,-,-,-,-
103,South Korea,강원도,고성,2015.09,-,-,-,-,-,-
104,South Korea,강원도,고성,2015.1,-,-,-,-,-,-
105,South Korea,강원도,고성,2015.11,-,-,-,-,-,-
106,South Korea,강원도,고성,2015.12,-,-,-,-,-,-
107,South Korea,강원도,고성,2016.01,-,-,-,-,-,-
108,South Korea,강원도,고성,2016.02,-,-,-,-,-,-
109,South Korea,강원도,고성,2016.03,-,-,-,-,-,-
110,South Korea,강원도,고성,2016.04,-,-,-,-,-,-
111,South Korea,강원도,고성,2016.05,-,-,-,-,-,-
112,South Korea,강원도,고성,2016.06,-,-,-,-,-,-
113,South Korea,강원도,고성,2016.07,-,-,-,-,-,-
114,South Korea,강원도,고성,2016.08,-,-,-,-,-,-
115,South Korea,강원도,고성,2016.09,-,-,-,-,-,-
116,South Korea,강원도,고성,2016.1,-,-,-,-,-,-
117,South Korea,강원도,고성,2016.11,-,-,-,-,-,-
118,South Korea,강원도,고성,2016.12,-,-,-,-,-,-
119,South Korea,강원도,고성,2017.01,-,-,-,-,-,-
120,South Korea,강원도,고성,2017.02,-,-,-,-,-,-
121,South Korea,강원도,고성,2017.03,-,-,-,-,-,-
122,South Korea,강원도,고성,2017.04,-,-,-,-,-,-
123,South Korea,강원도,고성,2017.05,-,-,-,-,-,-
124,South Korea,강원도,고성,2017.06,-,-,-,-,-,-
125,South Korea,강원도,고성,2017.07,-,-,-,-,-,-
126,South Korea,강원도,고성,2017.08,-,-,-,-,-,-
127,South Korea,강원도,고성,2017.09,-,-,-,-,-,-
128,South Korea,강원도,고성,2017.1,-,-,-,-,-,-
129,South Korea,강원도,고성,2017.11,-,-,-,-,-,-
130,South Korea,강원도,고성,2017.12,-,-,-,-,-,-
131,South Korea,강원도,고성,2018.01,-,-,-,-,-,-
132,South Korea,강원도,고성,2018.02,-,-,-,-,-,-
133,South Korea,강원도,고성,2018.03,-,-,-,-,-,-
134,South Korea,강원도,고성,2018.04,-,-,-,-,-,-
135,South Korea,강원도,고성,2018.05,-,-,-,-,-,-
136,South Korea,강원도,고성,2018.06,-,-,-,-,-,-
137,South Korea,강원도,고성,2018.07,-,-,-,-,-,-
138,South Korea,강원도,고성,2018.08,-,-,-,-,-,-
139,South Korea,강원도,고성,2018.09,-,-,-,-,-,-
140,South Korea,강원도,고성,2018.1,-,-,-,-,-,-
141,South Korea,강원도,고성,2018.11,-,-,-,-,-,-
142,South Korea,강원도,고성,2018.12,17,28,0.002,0.024,0.006,0.4
143,South Korea,강원도,고성,2019.01,26,45,0.003,0.026,0.008,0.5
144,South Korea,강원도,고성,2019.02,25,41,0.002,0.034,0.007,0.4
145,South Korea,강원도,고성,2019.03,29,49,0.002,0.04,0.008,0.5
146,South Korea,강원도,고성,2019.04,14,35,0.002,0.041,0.006,0.6
147,South Korea,강원도,고성,2019.05,19,43,0.002,0.057,0.006,0.5
148,South Korea,강원도,고성,2019.06,13,25,0.002,0.04,0.005,0.4
149,South Korea,강원도,고성,2019.07,12,22,0.002,0.036,0.004,0.4
150,South Korea,강원도,고성,2019.08,13,24,0.002,0.029,0.004,0.3
151,South Korea,강원도,고성,2019.09,8,23,0.002,0.023,0.004,0.3
152,South Korea,강원도,고성,2019.1,11,27,0.002,0.026,0.005,0.3
153,South Korea,강원도,고성,2019.11,13,28,0.002,0.026,0.006,0.4
154,South Korea,강원도,고성,2019.12,19,27,0.003,0.027,0.008,0.5
155,South Korea,강원도,고성,2020.01,15,23,0.002,0.028,0.006,0.5
156,South Korea,강원도,고성,2020.02,19,28,0.002,0.036,0.006,0.5
157,South Korea,강원도,고성,2020.03,16,32,0.002,0.039,0.006,0.4
158,South Korea,강원도,고성,2020.04,15,34,0.002,0.046,0.005,0.3
159,South Korea,강원도,고성,2020.05,10,27,0.002,0.044,0.004,0.3
160,South Korea,강원도,고성,2020.06,14,33,0.002,0.045,0.004,0.4
161,South Korea,강원도,고성,2020.07,7,14,0.002,0.027,0.003,0.4
162,South Korea,강원도,고성,2020.08,8,16,0.001,0.026,0.003,0.3
163,South Korea,강원도,고성,2020.09,8,19,0.001,0.029,0.003,0.3
164,South Korea,강원도,고성,2020.1,13,28,0.001,0.03,0.004,0.3
165,South Korea,강원도,고성,2020.11,15,22**,0.002,0.03,0.005,0.3
166,South Korea,강원도,고성,2020.12,19,25,0.002,0.032,0.006,0.3
167,South Korea,강원도,고성,2021.01,15,28,0.002,0.031,0.005,0.4
168,South Korea,강원도,고성,2021.02,21,32,0.002,0.035,0.006,0.5
169,South Korea,강원도,고성,2021.03,17,49,0.002,0.037,0.006,0.5
170,South Korea,강원도,고성,2021.04,15,36,0.002,0.041,0.003,0.4
171,South Korea,강원도,고성,2021.05,13,38,0.002,0.044,0.002,0.4
172,South Korea,강원도,고성,2021.06,11,17,0.001,0.035,0.002,0.4
173,South Korea,강원도,고성,2021.07,11,14,0.002,0.026,0.003,0.4
174,South Korea,강원도,고성,2021.08,10,17,0.002,0.026,0.003,0.4
175,South Korea,강원도,고성,2021.09,6,12,0.002,0.025,0.003,0.4
176,South Korea,강원도,고성,2021.1,9,14,0.002,0.029,0.003,0.3
177,South Korea,강원도,고성,2021.11,16,26,0.002,0.032,0.005,0.4
178,South Korea,강원도,고성,2021.12,15,23,0.002,0.031,0.005,0.4
179,South Korea,강원도,고성,2022.01,20,26,0.002,0.033,0.006,0.5
180,South Korea,강원도,고성,2022.02,21,27,0.003,0.04,0.005,0.4
181,South Korea,강원도,고성,2022.03,18,31,0.002,0.041,0.006,0.5
182,South Korea,강원도,고성,2022.04,18,34,0.002,0.049,0.006,0.4
183,South Korea,강원도,고성,2022.05,15,26,0.002,0.058,0.005,0.4
184,South Korea,강원도,고성,2022.06,11,17,0.002,0.043,0.004,0.4
185,South Korea,강원도,고성,2022.07,9,13,0.002,0.023,0.003,0.4
186,South Korea,강원도,고성,2022.08,8,12,0.002,0.025,0.003,0.4
187,South Korea,강원도,고성,2022.09,7,15,0.002,0.024,0.003,0.2
188,South Korea,강원도,고성,2022.1,8,13,0.001,0.028,0.003,0.2
189,South Korea,강원도,고성,2022.11,16,23,0.002,0.031,0.005,0.3
190,South Korea,강원도,동해,2015.01,-,39,0.006,0.021,0.02,0.7
191,South Korea,강원도,동해,2015.02,-,64,0.005,0.024,0.02,0.6
192,South Korea,강원도,동해,2015.03,-,66,0.005,0.03,0.024,0.7
193,South Korea,강원도,동해,2015.04,-,51,0.003,0.035,0.02,0.6
194,South Korea,강원도,동해,2015.05,-,52,0.004,0.042,0.02,0.4
195,South Korea,강원도,동해,2015.06,-,38,0.003,0.034,0.015,0.4
196,South Korea,강원도,동해,2015.07,-,26,0.002,0.025,0.013,0.3
197,South Korea,강원도,동해,2015.08,-,36**,0.002,0.028,0.017,0.5
198,South Korea,강원도,동해,2015.09,-,19,0.002,0.023,0.016,0.5
199,South Korea,강원도,동해,2015.1,-,32,0.003,0.026,0.019,0.6
200,South Korea,강원도,동해,2015.11,-,24,0.003,0.021,0.016,0.5
201,South Korea,강원도,동해,2015.12,-,34,0.004,0.018,0.021,0.6
202,South Korea,강원도,동해,2016.01,23,35,0.004,0.023,0.018,0.6
203,South Korea,강원도,동해,2016.02,23,39,0.004,0.026,0.017,0.6
204,South Korea,강원도,동해,2016.03,29,52,0.003,0.03,0.019,0.5
205,South Korea,강원도,동해,2016.04,24,63,0.002,0.033,0.017,0.4
206,South Korea,강원도,동해,2016.05,24,57,0.003,0.042,0.019,0.4
207,South Korea,강원도,동해,2016.06,19,38,0.002,0.036,0.015,0.4
208,South Korea,강원도,동해,2016.07,15,25,0.002,0.023,0.013,0.4
209,South Korea,강원도,동해,2016.08,16*,20,0.001,0.024,0.014,0.5
210,South Korea,강원도,동해,2016.09,17,26,0.001,0.022,0.015,0.5
211,South Korea,강원도,동해,2016.1,19,26,0.002,0.02,0.018,0.5
212,South Korea,강원도,동해,2016.11,22,38,0.003,0.022,0.018,0.6
213,South Korea,강원도,동해,2016.12,18,30,0.003,0.02,0.018,0.5
214,South Korea,강원도,동해,2017.01,23,35,0.003,0.016,0.016,0.5
215,South Korea,강원도,동해,2017.02,22,36,0.003,0.032,0.014,0.5
216,South Korea,강원도,동해,2017.03,31,47,0.003,0.018,0.018,0.4
217,South Korea,강원도,동해,2017.04,24,49,0.002,0.047,0.014,0.4
218,South Korea,강원도,동해,2017.05,23,58,0.003,0.05,0.014,0.4
219,South Korea,강원도,동해,2017.06,19,41,0.002,0.039,0.015,0.3
220,South Korea,강원도,동해,2017.07,16,36,0.002,0.029,0.016,0.4
221,South Korea,강원도,동해,2017.08,8*,22*,0.002*,0.018*,0.010*,0.4*
222,South Korea,강원도,동해,2017.09,14**,29**,0.003**,0.034**,0.020**,0.7**
223,South Korea,강원도,동해,2017.1,12,20,0.002,0.023,0.017,0.6
224,South Korea,강원도,동해,2017.11,20,29,0.003,0.024,0.021,0.6
225,South Korea,강원도,동해,2017.12,23,27,0.003,0.026,0.017,0.5
226,South Korea,강원도,동해,2018.01,23,31,0.003,0.028,0.018,0.5
227,South Korea,강원도,동해,2018.02,24,36,0.003,0.033,0.017,0.5
228,South Korea,강원도,동해,2018.03,23,38,0.002,0.041,0.017,0.4
229,South Korea,강원도,동해,2018.04,22,53,0.002,0.045,0.015,0.4
230,South Korea,강원도,동해,2018.05,23,43,0.002,0.044,0.013,0.3
231,South Korea,강원도,동해,2018.06,21,36,0.002,0.043,0.015,0.4
232,South Korea,강원도,동해,2018.07,20,30,0.002,0.028,0.013,0.3
233,South Korea,강원도,동해,2018.08,11,28,0.002,0.023,0.014,0.4
234,South Korea,강원도,동해,2018.09,14,21,0.002,0.026,0.014,0.3
235,South Korea,강원도,동해,2018.1,13,25,0.002*,0.028,0.016,0.3
236,South Korea,강원도,동해,2018.11,19,38,0.002,0.023,0.023,0.5
237,South Korea,강원도,동해,2018.12,16,31,0.003,0.023,0.02,0.5
238,South Korea,강원도,동해,2019.01,23,41,0.003,0.027,0.02,0.4
239,South Korea,강원도,동해,2019.02,26,43,0.003,0.032,0.018,0.5
240,South Korea,강원도,동해,2019.03,32,49,0.002,0.044,0.015,0.4
241,South Korea,강원도,동해,2019.04,18,38,0.002,0.04,0.017,0.4
242,South Korea,강원도,동해,2019.05,22,45,0.002,0.051,0.017,0.5
243,South Korea,강원도,동해,2019.06,18,30,0.002,0.039,0.014,0.4
244,South Korea,강원도,동해,2019.07,18,26,0.002,0.032,0.013,0.4
245,South Korea,강원도,동해,2019.08,14,25,0.002,0.03,0.013,0.5
246,South Korea,강원도,동해,2019.09,11,19,0.002,0.02,0.013,0.4
247,South Korea,강원도,동해,2019.1,11,25,0.002,0.022,0.015,0.4
248,South Korea,강원도,동해,2019.11,15*,30*,0.002*,0.021*,0.019*,0.4*
249,South Korea,강원도,동해,2019.12,17,24,0.002,0.02,0.018,0.5
250,South Korea,강원도,동해,2020.01,15,21,0.002,0.022,0.015,0.5
251,South Korea,강원도,동해,2020.02,20,28,0.002,0.026,0.015,0.5
252,South Korea,강원도,동해,2020.03,18,30,0.002,0.03,0.012,0.4
253,South Korea,강원도,동해,2020.04,17,32,0.002,0.037,0.011,0.4
254,South Korea,강원도,동해,2020.05,14,27,0.002,0.032,0.011,0.4
255,South Korea,강원도,동해,2020.06,17,30,0.001,0.033,0.011,0.3
256,South Korea,강원도,동해,2020.07,10,16,0.001,0.021,0.009,0.3
257,South Korea,강원도,동해,2020.08,19*,22,0.001,0.017,0.011,0.4
258,South Korea,강원도,동해,2020.09,15*,21,0.001,0.026,0.009,0.4
259,South Korea,강원도,동해,2020.1,16,25,0.002,0.025,0.014,0.5
260,South Korea,강원도,동해,2020.11,17,26**,0.003,0.022,0.017,0.4
261,South Korea,강원도,동해,2020.12,17,25**,0.003,0.025,0.015,0.4
262,South Korea,강원도,동해,2021.01,15,28,0.003,0.022,0.016,0.5
263,South Korea,강원도,동해,2021.02,20,32,0.002,0.026,0.014,0.5
264,South Korea,강원도,동해,2021.03,19,45,0.002,0.027,0.015,0.4
265,South Korea,강원도,동해,2021.04,17,38,0.002,0.033,0.012,0.4
266,South Korea,강원도,동해,2021.05,17,38,0.002,0.036,0.011,0.4
267,South Korea,강원도,동해,2021.06,20,23,0.001,0.029,0.01,0.4
268,South Korea,강원도,동해,2021.07,15,20,0.002,0.022,0.011,0.5
269,South Korea,강원도,동해,2021.08,14,22,0.002,0.025,0.01,0.5
270,South Korea,강원도,동해,2021.09,8**,12,0.002,0.026,0.008,0.5
271,South Korea,강원도,동해,2021.1,-,14,0.002,0.027,0.011,0.4
272,South Korea,강원도,동해,2021.11,19**,24*,0.002,0.034,0.016,0.4
273,South Korea,강원도,동해,2021.12,14,-,0.002,0.03,0.016,0.4
274,South Korea,강원도,동해,2022.01,18,24**,0.002,0.029,0.017,0.5
275,South Korea,강원도,동해,2022.02,18,27,0.002,0.043*,0.012,0.4
276,South Korea,강원도,동해,2022.03,30,48,0.002,0.041,0.017,0.5
277,South Korea,강원도,동해,2022.04,19,36,0.002,0.05,0.012,0.4
278,South Korea,강원도,동해,2022.05,14,29,0.002,0.056,0.013,0.4
279,South Korea,강원도,동해,2022.06,10,22,0.002,0.039,0.01,0.3
280,South Korea,강원도,동해,2022.07,11,20,0.002,0.03,0.009,0.3
281,South Korea,강원도,동해,2022.08,9,19,0.002,0.028,0.011,0.4
282,South Korea,강원도,동해,2022.09,6,14,0.002,0.028,0.007,0.2
283,South Korea,강원도,동해,2022.1,5,12,0.002,0.028,0.01,0.3
284,South Korea,강원도,동해,2022.11,14,29,0.002,0.03,0.017,0.4
285,South Korea,강원도,삼척,2015.01,-,36,0.007,0.023,0.022,0.8
286,South Korea,강원도,삼척,2015.02,-,53,0.006,0.028,0.021,0.7
287,South Korea,강원도,삼척,2015.03,-,55,0.005,0.035,0.023,0.7
288,South Korea,강원도,삼척,2015.04,-,44,0.003,0.042,0.02,0.5
289,South Korea,강원도,삼척,2015.05,-,52,0.003,0.048,0.02,0.4
290,South Korea,강원도,삼척,2015.06,-,46,0.002,0.037,0.018,0.5
291,South Korea,강원도,삼척,2015.07,-,38,0.002,0.026,0.016,0.4
292,South Korea,강원도,삼척,2015.08,-,67**,0.002,0.032,0.015,0.4
293,South Korea,강원도,삼척,2015.09,-,20,0.002,0.017,0.013,0.4
294,South Korea,강원도,삼척,2015.1,-,30,0.003,0.028,0.017,0.6
295,South Korea,강원도,삼척,2015.11,-,28,0.004,0.022,0.018,0.6
296,South Korea,강원도,삼척,2015.12,-,36,0.005,0.021,0.02,0.6
297,South Korea,강원도,삼척,2016.01,23,35,0.006,0.026,0.02,0.7
298,South Korea,강원도,삼척,2016.02,24,37,0.005,0.029,0.02,0.5
299,South Korea,강원도,삼척,2016.03,31,53,0.004,0.036,0.02,0.6
300,South Korea,강원도,삼척,2016.04,28,64,0.003,0.043,0.017,0.4
301,South Korea,강원도,삼척,2016.05,27,55,0.002,0.048,0.016,0.4
302,South Korea,강원도,삼척,2016.06,26,50,0.002,0.037,0.015,0.5
303,South Korea,강원도,삼척,2016.07,18,40,0.002,0.024,0.013,0.4
304,South Korea,강원도,삼척,2016.08,16,37,0.002,0.026,0.008,0.4
305,South Korea,강원도,삼척,2016.09,20,41,0.002,0.024,0.01,0.4
306,South Korea,강원도,삼척,2016.1,20,36,0.003,0.021,0.015,0.5
307,South Korea,강원도,삼척,2016.11,24,42,0.004,0.021,0.018,0.5
308,South Korea,강원도,삼척,2016.12,22,31,0.004,0.02,0.021,0.5
309,South Korea,강원도,삼척,2017.01,27,35,0.004,0.019,0.019,0.5
310,South Korea,강원도,삼척,2017.02,25,37,0.003,0.03,0.012,0.5
311,South Korea,강원도,삼척,2017.03,32,50,0.003,0.013,0.013,0.4
312,South Korea,강원도,삼척,2017.04,23,49,0.002,0.051,0.012,0.4
313,South Korea,강원도,삼척,2017.05,23,57,0.003,0.051,0.015,0.4
314,South Korea,강원도,삼척,2017.06,22,44,0.002,0.039,0.013,0.3
315,South Korea,강원도,삼척,2017.07,20,41,0.001,0.033,0.013,0.3
316,South Korea,강원도,삼척,2017.08,11,29,0.001,0.019,0.008,0.3
317,South Korea,강원도,삼척,2017.09,18**,30**,0.003**,0.039**,0.017**,0.3**
318,South Korea,강원도,삼척,2017.1,15,19,0.002,0.023,0.013,0.4
319,South Korea,강원도,삼척,2017.11,21,29,0.004,0.025,0.019,0.4
320,South Korea,강원도,삼척,2017.12,22,29,0.004,0.024,0.02,0.5
321,South Korea,강원도,삼척,2018.01,25,32,0.004,0.026,0.018,0.5
322,South Korea,강원도,삼척,2018.02,25,36,0.004,0.03,0.017,0.5
323,South Korea,강원도,삼척,2018.03,24,35,0.003,0.04,0.016,0.4
324,South Korea,강원도,삼척,2018.04,24,47,0.002,0.044,0.014,0.4
325,South Korea,강원도,삼척,2018.05,20,40,0.002,0.045,0.012,0.3
326,South Korea,강원도,삼척,2018.06,17,33,0.002,0.044,0.014,0.3
327,South Korea,강원도,삼척,2018.07,18,28,0.002,0.03,0.011,0.3
328,South Korea,강원도,삼척,2018.08,9,23,0.001,0.023,0.01,0.3
329,South Korea,강원도,삼척,2018.09,11,19,0.001,0.024,0.01,0.3
330,South Korea,강원도,삼척,2018.1,12,22,0.002,0.028,0.012,0.5
331,South Korea,강원도,삼척,2018.11,19,36,0.003,0.021,0.019,0.4
332,South Korea,강원도,삼척,2018.12,14,31,0.003,0.021,0.019,0.4
333,South Korea,강원도,삼척,2019.01,22,40,0.003,0.027,0.019,0.4
334,South Korea,강원도,삼척,2019.02,25,43,0.003,0.031,0.018,0.4
335,South Korea,강원도,삼척,2019.03,32,48,0.003,0.044,0.016,0.4
336,South Korea,강원도,삼척,2019.04,17,35,0.002,0.04,0.014,0.3
337,South Korea,강원도,삼척,2019.05,19,41,0.002,0.053,0.014,0.4
338,South Korea,강원도,삼척,2019.06,17,30,0.002,0.037,0.012,0.4
339,South Korea,강원도,삼척,2019.07,17,25,0.002,0.032,0.01,0.3
340,South Korea,강원도,삼척,2019.08,13,24,0.002,0.03,0.009,0.3
341,South Korea,강원도,삼척,2019.09,10,20,0.002,0.019,0.008,0.3
342,South Korea,강원도,삼척,2019.1,11,25,0.002,0.019,0.01,0.3
343,South Korea,강원도,삼척,2019.11,10,26,0.003,0.021,0.016,0.4
344,South Korea,강원도,삼척,2019.12,14,25,0.003,0.021,0.017,0.4
345,South Korea,강원도,삼척,2020.01,14,22,0.003,0.022,0.015,0.4
346,South Korea,강원도,삼척,2020.02,17,28,0.003,0.026,0.015,0.4
347,South Korea,강원도,삼척,2020.03,14,30,0.002,0.031,0.011,0.4
348,South Korea,강원도,삼척,2020.04,14,32,0.002,0.037,0.01,0.3
349,South Korea,강원도,삼척,2020.05,12,28,0.002,0.033,0.009,0.3
350,South Korea,강원도,삼척,2020.06,15,32,0.002,0.035,0.011,0.3
351,South Korea,강원도,삼척,2020.07,9,16,0.002,0.022,0.008,0.3
352,South Korea,강원도,삼척,2020.08,13,22,0.002,0.018,0.01,0.3
353,South Korea,강원도,삼척,2020.09,10,21,0.003,0.027,0.007,0.3
354,South Korea,강원도,삼척,2020.1,12,24,0.003,0.026,0.01,0.3
355,South Korea,강원도,삼척,2020.11,13,23,0.003,0.023,0.014,0.4
356,South Korea,강원도,삼척,2020.12,12,19,0.004,0.023,0.015,0.4
357,South Korea,강원도,삼척,2021.01,9,23,0.004,0.022,0.014,0.4
358,South Korea,강원도,삼척,2021.02,15,28,0.004,0.026,0.013,0.4
359,South Korea,강원도,삼척,2021.03,14,41,0.003,0.028,0.013,0.4
360,South Korea,강원도,삼척,2021.04,12,34,0.003,0.034,0.011,0.4
361,South Korea,강원도,삼척,2021.05,12,35,0.003,0.037,0.01,0.3
