,Country,District,City,date,pm25,pm10,so2,o3,no2,co
11386,South Korea,전라남도,화순,2021.1,13,23,0.003,0.025,0.009,0.4
11387,South Korea,전라남도,화순,2021.11,16,30,0.002,0.021,0.014,0.5
11388,South Korea,전라남도,화순,2021.12,17,29,0.002,0.018,0.013,0.4
11389,South Korea,전라남도,화순,2022.01,23,36,0.003,0.02,0.014,0.4
11390,South Korea,전라남도,화순,2022.02,22,35,0.004,0.031,0.011,0.3*
11391,South Korea,전라남도,화순,2022.03,15,34,0.003,0.037,0.011,0.4
11392,South Korea,전라남도,화순,2022.04,14,29,0.003,0.044,0.009,0.4
11393,South Korea,전라남도,화순,2022.05,16,29,0.004,0.05,0.008,0.4
11394,South Korea,전라남도,화순,2022.06,11,21,0.004*,0.04,0.006,0.4
11395,South Korea,전라남도,화순,2022.07,10,20,0.003*,0.034,0.005,0.5
11396,South Korea,전라남도,화순,2022.08,9,18,0.004,0.026,0.005,0.4
11397,South Korea,전라남도,화순,2022.09,11,20,0.003,0.033,0.006,0.4
11398,South Korea,전라남도,화순,2022.1,11,20,0.003,0.032,0.008,0.3*
11399,South Korea,전라남도,화순,2022.11,15,28,0.003,0.028,0.014,0.5
11400,South Korea,전라북도,고창,2015.01,-,53,0.004,0.027,0.014,0.7
11401,South Korea,전라북도,고창,2015.02,-,68,0.004,0.037,0.012,0.8
11402,South Korea,전라북도,고창,2015.03,-,74,0.003,0.043,0.013,0.7
11403,South Korea,전라북도,고창,2015.04,-,45,0.002,0.047,0.008,0.7
11404,South Korea,전라북도,고창,2015.05,-,45,0.003,0.055,0.006,0.6
11405,South Korea,전라북도,고창,2015.06,-,42,0.003,0.051,0.006,0.6
11406,South Korea,전라북도,고창,2015.07,-,33,0.003,0.038,0.005,0.6
11407,South Korea,전라북도,고창,2015.08,-,35,0.003,0.038,0.005,0.5
11408,South Korea,전라북도,고창,2015.09,-,-,0.003,0.042,0.006,0.6
11409,South Korea,전라북도,고창,2015.1,-,58,0.003,0.042,0.009,0.7
11410,South Korea,전라북도,고창,2015.11,-,46,0.004,0.027,0.012,0.6
11411,South Korea,전라북도,고창,2015.12,-,48,0.003,0.021,0.016,0.4
11412,South Korea,전라북도,고창,2016.01,-,48,0.004,0.03,0.014,0.4
11413,South Korea,전라북도,고창,2016.02,-,50,0.004,0.038,0.011,0.4
11414,South Korea,전라북도,고창,2016.03,-,57,0.004,0.045,0.012,0.3
11415,South Korea,전라북도,고창,2016.04,32,78,0.003,0.051,0.011,0.4
11416,South Korea,전라북도,고창,2016.05,36,57,0.003,0.06,0.01,0.4
11417,South Korea,전라북도,고창,2016.06,38,44,0.003,0.049,0.008,0.4
11418,South Korea,전라북도,고창,2016.07,27**,22,0.004,0.036,0.007,0.3
11419,South Korea,전라북도,고창,2016.08,30**,28,0.003,0.044,0.007,0.3
11420,South Korea,전라북도,고창,2016.09,30,37**,0.003,0.041,0.009,0.3
11421,South Korea,전라북도,고창,2016.1,28,42**,0.002,0.033,0.011,0.4
11422,South Korea,전라북도,고창,2016.11,39,56,0.004,0.03,0.012,0.3
11423,South Korea,전라북도,고창,2016.12,36,49,0.004,0.024,0.014,0.3
11424,South Korea,전라북도,고창,2017.01,39,56,0.004,0.013,0.013,0.7
11425,South Korea,전라북도,고창,2017.02,27*,45*,0.004,0.041,0.011,0.7
11426,South Korea,전라북도,고창,2017.03,41,58,0.004,0.013,0.013,0.8
11427,South Korea,전라북도,고창,2017.04,39,60,0.004,0.053,0.013,0.7
11428,South Korea,전라북도,고창,2017.05,31,53,0.003,0.058,0.011,0.8
11429,South Korea,전라북도,고창,2017.06,25,32,0.003,0.058,0.009,0.8
11430,South Korea,전라북도,고창,2017.07,19,24,0.003,0.039,0.006,0.7
11431,South Korea,전라북도,고창,2017.08,17,23,0.003,0.039,0.008,0.8
11432,South Korea,전라북도,고창,2017.09,23,36,0.004,0.039,0.009,0.7
11433,South Korea,전라북도,고창,2017.1,22,38,0.003,0.03,0.012,0.4
11434,South Korea,전라북도,고창,2017.11,25,46,0.004,0.034,0.014,0.6
11435,South Korea,전라북도,고창,2017.12,21,44,0.003,0.031,0.013,0.7
11436,South Korea,전라북도,고창,2018.01,28,53,0.004,0.034,0.014,0.7
11437,South Korea,전라북도,고창,2018.02,26,53,0.004,0.038,0.015,0.6
11438,South Korea,전라북도,고창,2018.03,27,51,0.003,0.044,0.014,0.7
11439,South Korea,전라북도,고창,2018.04,20,52,0.003,0.05,0.011,0.6
11440,South Korea,전라북도,고창,2018.05,18,41,0.003,0.048,0.01,0.6
11441,South Korea,전라북도,고창,2018.06,22,38,0.003,0.049,0.009,0.7
11442,South Korea,전라북도,고창,2018.07,12,15,0.003,0.026,0.008,0.5
11443,South Korea,전라북도,고창,2018.08,9,15,0.003,0.033,0.007,0.3
11444,South Korea,전라북도,고창,2018.09,10,22,0.002,0.034,0.009,0.3
11445,South Korea,전라북도,고창,2018.1,12,42,0.003,0.03,0.009,0.3
11446,South Korea,전라북도,고창,2018.11,26,73,0.004,0.026,0.016,0.3
11447,South Korea,전라북도,고창,2018.12,20*,55*,0.003*,0.025*,0.012*,0.3*
11448,South Korea,전라북도,고창,2019.01,31,60,0.004,0.03,0.011,0.5
11449,South Korea,전라북도,고창,2019.02,33,63,0.004,0.037,0.01,0.5
11450,South Korea,전라북도,고창,2019.03,37,69,0.003,0.047,0.009,0.4
11451,South Korea,전라북도,고창,2019.04,20,44,0.002,0.046,0.01,0.3
11452,South Korea,전라북도,고창,2019.05,23,50,0.002,0.059,0.008,0.3
11453,South Korea,전라북도,고창,2019.06,21,35,0.002,0.046,0.007,0.3
11454,South Korea,전라북도,고창,2019.07,17,28,0.002,0.034,0.006,0.3
11455,South Korea,전라북도,고창,2019.08,16,29,0.002,0.035,0.005,0.3
11456,South Korea,전라북도,고창,2019.09,15,27,0.002,0.034,0.006,0.3
11457,South Korea,전라북도,고창,2019.1,15,32,0.002,0.034,0.009,0.3
11458,South Korea,전라북도,고창,2019.11,14,36,0.003,0.031,0.012,0.3
11459,South Korea,전라북도,고창,2019.12,17,32,0.002,0.03,0.012,0.4
11460,South Korea,전라북도,고창,2020.01,25,35,0.003,0.03,0.013,0.4
11461,South Korea,전라북도,고창,2020.02,20,32,0.002,0.035,0.01,0.4
11462,South Korea,전라북도,고창,2020.03,18,33,0.003,0.042,0.01,0.3
11463,South Korea,전라북도,고창,2020.04,16,33,0.003,0.049,0.006*,0.3
11464,South Korea,전라북도,고창,2020.05,18,28,0.003,0.049,0.006**,0.2
11465,South Korea,전라북도,고창,2020.06,20,27,0.003,0.047,0.004*,0.2
11466,South Korea,전라북도,고창,2020.07,13,18,0.003,0.035,0.004,0.2
11467,South Korea,전라북도,고창,2020.08,16,24,0.003*,0.027,0.003,0.2
11468,South Korea,전라북도,고창,2020.09,15*,19*,0.003*,0.038,0.005,0.2
11469,South Korea,전라북도,고창,2020.1,17,26**,0.003,0.038,0.007,0.3
11470,South Korea,전라북도,고창,2020.11,19,28**,0.003,0.032,0.008,0.3
11471,South Korea,전라북도,고창,2020.12,18,24,0.003,0.029,0.01,0.3
11472,South Korea,전라북도,고창,2021.01,19,33,0.003,0.03,0.01,0.3
11473,South Korea,전라북도,고창,2021.02,24,37,0.003,0.037,0.009,0.4
11474,South Korea,전라북도,고창,2021.03,29,75,0.003,0.043,0.008,0.3
11475,South Korea,전라북도,고창,2021.04,16,39,0.003,0.05,0.006,0.3
11476,South Korea,전라북도,고창,2021.05,21,55,0.003,0.048,0.005,0.3
11477,South Korea,전라북도,고창,2021.06,20,30,0.003,0.049,0.004,0.3
11478,South Korea,전라북도,고창,2021.07,12,19,0.003,0.034,0.003*,0.2
11479,South Korea,전라북도,고창,2021.08,11,19,0.003,0.035,0.002**,0.3
11480,South Korea,전라북도,고창,2021.09,9,17,0.003,0.035,0.003**,0.3
11481,South Korea,전라북도,고창,2021.1,13,26,0.003,0.035,0.005*,0.3
11482,South Korea,전라북도,고창,2021.11,19,35,0.003,0.034,0.007,0.3
11483,South Korea,전라북도,고창,2021.12,19,33,0.003,0.03,0.009,0.3
11484,South Korea,전라북도,고창,2022.01,22,33,0.004,0.03,0.011,0.4
11485,South Korea,전라북도,고창,2022.02,21,33,0.004,0.04,0.008,0.3
11486,South Korea,전라북도,고창,2022.03,18,36,0.003,0.042,0.006,0.3
11487,South Korea,전라북도,고창,2022.04,17,36,0.003,0.047,0.005,0.3
11488,South Korea,전라북도,고창,2022.05,15,29,0.003,0.054,0.003*,0.3
11489,South Korea,전라북도,고창,2022.06,11,20,0.003,0.041,0.003,0.2
11490,South Korea,전라북도,고창,2022.07,12,20,0.002,0.035,0.004,0.3
11491,South Korea,전라북도,고창,2022.08,8,16,0.002,0.029*,0.003,0.2
11492,South Korea,전라북도,고창,2022.09,11,21,0.002,0.032,0.003*,0.3
11493,South Korea,전라북도,고창,2022.1,15,26,0.002,0.033,0.005,0.3
11494,South Korea,전라북도,고창,2022.11,23,36,0.002,0.032,0.006,0.2
11495,South Korea,전라북도,군산,2015.01,-,52,0.008,0.018,0.024,0.8
11496,South Korea,전라북도,군산,2015.02,-,71,0.007,0.026,0.019,0.7
11497,South Korea,전라북도,군산,2015.03,-,73,0.007,0.031,0.022,0.6
11498,South Korea,전라북도,군산,2015.04,-,45,0.004,0.033,0.018,0.5
11499,South Korea,전라북도,군산,2015.05,34,44,0.004,0.039,0.015,0.5
11500,South Korea,전라북도,군산,2015.06,34,40,0.003,0.042,0.011,0.3
11501,South Korea,전라북도,군산,2015.07,28,30,0.002,0.033,0.01,0.3
11502,South Korea,전라북도,군산,2015.08,27,32,0.003,0.033,0.01,0.4
11503,South Korea,전라북도,군산,2015.09,-,27,0.003,0.033,0.012,0.5
11504,South Korea,전라북도,군산,2015.1,39,46**,0.004,0.028,0.018,0.5
11505,South Korea,전라북도,군산,2015.11,-,37*,0.004,0.017,0.02,0.6
11506,South Korea,전라북도,군산,2015.12,36,50,0.005,0.014,0.022,0.7
11507,South Korea,전라북도,군산,2016.01,34,52,0.005,0.019,0.019,0.7
11508,South Korea,전라북도,군산,2016.02,26,50,0.006,0.024,0.018,0.6
11509,South Korea,전라북도,군산,2016.03,32,65,0.005,0.03,0.018,0.5
11510,South Korea,전라북도,군산,2016.04,29,73,0.005,0.037,0.018,0.4
11511,South Korea,전라북도,군산,2016.05,31,58,0.006,0.048,0.015,0.4
11512,South Korea,전라북도,군산,2016.06,29,45,0.004,0.045,0.012,0.4
11513,South Korea,전라북도,군산,2016.07,16,28,0.005,0.03,0.01,0.3
11514,South Korea,전라북도,군산,2016.08,21,38,0.005,0.036,0.01,0.5
11515,South Korea,전라북도,군산,2016.09,26,37,0.005,0.034,0.012,0.5
11516,South Korea,전라북도,군산,2016.1,21,37,0.005,0.025,0.016,0.5
11517,South Korea,전라북도,군산,2016.11,29,45,0.005,0.02,0.021,0.6
11518,South Korea,전라북도,군산,2016.12,29*,40,0.006,0.018,0.02,0.7
11519,South Korea,전라북도,군산,2017.01,30,46,0.006,0.018,0.018,0.6
11520,South Korea,전라북도,군산,2017.02,25,42,0.007,0.03,0.017,0.6
11521,South Korea,전라북도,군산,2017.03,40,57,0.006,0.019,0.019,0.5
11522,South Korea,전라북도,군산,2017.04,29,58,0.005,0.042,0.016,0.4
11523,South Korea,전라북도,군산,2017.05,28,65,0.006,0.045,0.013,0.4
11524,South Korea,전라북도,군산,2017.06,24,42,0.005,0.047,0.012,0.4
11525,South Korea,전라북도,군산,2017.07,18,33,0.002,0.032,0.009,0.4
11526,South Korea,전라북도,군산,2017.08,14*,30,0.004,0.032,0.01,0.4
11527,South Korea,전라북도,군산,2017.09,23,40,0.003,0.039,0.012,0.5
11528,South Korea,전라북도,군산,2017.1,18,38,0.003,0.029,0.014,0.4
11529,South Korea,전라북도,군산,2017.11,28,48,0.004,0.021,0.017,0.6
11530,South Korea,전라북도,군산,2017.12,49**,44,0.004,0.018,0.017,0.6
11531,South Korea,전라북도,군산,2018.01,29,48,0.005,0.02,0.018,0.7
11532,South Korea,전라북도,군산,2018.02,29,51,0.006,0.027,0.017,0.6
11533,South Korea,전라북도,군산,2018.03,34*,49,0.004,0.032,0.016,0.6
11534,South Korea,전라북도,군산,2018.04,31,57,0.004,0.035,0.015,0.5
11535,South Korea,전라북도,군산,2018.05,25,45,0.004,0.04,0.009,0.5
11536,South Korea,전라북도,군산,2018.06,29,41,0.005,0.042,0.009,0.4
11537,South Korea,전라북도,군산,2018.07,14,28,0.002,0.022,0.007,0.3
11538,South Korea,전라북도,군산,2018.08,15,29,0.003,0.029,0.007,0.4
11539,South Korea,전라북도,군산,2018.09,14,25,0.004,0.03,0.006,0.4
11540,South Korea,전라북도,군산,2018.1,22,38,0.005*,0.028,0.014,0.5
11541,South Korea,전라북도,군산,2018.11,40,58,0.004,0.02,0.021,0.8
11542,South Korea,전라북도,군산,2018.12,27,45,0.003*,0.02,0.016,0.7
11543,South Korea,전라북도,군산,2019.01,39,60,0.005,0.022,0.017,0.7
11544,South Korea,전라북도,군산,2019.02,40,61,0.005,0.03,0.013,0.7
11545,South Korea,전라북도,군산,2019.03,49,72,0.004,0.038,0.015,0.6
11546,South Korea,전라북도,군산,2019.04,25,45,0.005,0.039,0.013,0.4
11547,South Korea,전라북도,군산,2019.05,32,61,0.005,0.051,0.013,0.4*
11548,South Korea,전라북도,군산,2019.06,25,37,0.005,0.044,0.009,0.4
11549,South Korea,전라북도,군산,2019.07,18,28,0.004,0.033,0.007,0.4
11550,South Korea,전라북도,군산,2019.08,15,30,0.004,0.036,0.007,0.4
11551,South Korea,전라북도,군산,2019.09,15,28,0.005,0.032,0.008,0.4
11552,South Korea,전라북도,군산,2019.1,19,40,0.004,0.031,0.011,0.4
11553,South Korea,전라북도,군산,2019.11,22,49,0.004,0.022,0.014,0.6
11554,South Korea,전라북도,군산,2019.12,24,41,0.004,0.018,0.012,0.5
11555,South Korea,전라북도,군산,2020.01,27*,41*,0.004,0.023,0.012,0.5
11556,South Korea,전라북도,군산,2020.02,24,40,0.004,0.027,0.013,0.5
11557,South Korea,전라북도,군산,2020.03,23,44,0.004,0.037,0.011,0.4
11558,South Korea,전라북도,군산,2020.04,19,43,0.004,0.044,0.009,0.3
11559,South Korea,전라북도,군산,2020.05,21*,34*,0.004,0.046,0.009,0.3
11560,South Korea,전라북도,군산,2020.06,23,34*,0.003,0.053,0.008,0.3
11561,South Korea,전라북도,군산,2020.07,14,19,0.003,0.038,0.007,0.3
11562,South Korea,전라북도,군산,2020.08,15,22,0.003,0.027,0.005,0.3
11563,South Korea,전라북도,군산,2020.09,16,26,0.003,0.04,0.008,0.4
11564,South Korea,전라북도,군산,2020.1,21,40,0.004,0.035,0.012,0.4
11565,South Korea,전라북도,군산,2020.11,24,40,0.004,0.026,0.013,0.4
11566,South Korea,전라북도,군산,2020.12,23,37,0.004,0.023,0.014,0.5
11567,South Korea,전라북도,군산,2021.01,22,42,0.004,0.026,0.014,0.5
11568,South Korea,전라북도,군산,2021.02,27,46,0.004,0.035,0.012,0.4
11569,South Korea,전라북도,군산,2021.03,33,89,0.004,0.039,0.013,0.5
11570,South Korea,전라북도,군산,2021.04,20,46,0.004,0.047,0.011,0.4
11571,South Korea,전라북도,군산,2021.05,23,63,0.004,0.047,0.009,0.3
11572,South Korea,전라북도,군산,2021.06,26,41,0.003,0.049,0.008,0.3
11573,South Korea,전라북도,군산,2021.07,14,24,0.003,0.035,0.006,0.3
11574,South Korea,전라북도,군산,2021.08,12,21,0.003,0.035,0.006,0.3
11575,South Korea,전라북도,군산,2021.09,10,21,0.003,0.034,0.008,0.3
11576,South Korea,전라북도,군산,2021.1,17,34,0.003*,0.033,0.011*,0.3
11577,South Korea,전라북도,군산,2021.11,23,44,0.003*,0.029,0.015*,0.4
11578,South Korea,전라북도,군산,2021.12,22,40,0.003,0.024,0.015,0.4
11579,South Korea,전라북도,군산,2022.01,25,39,0.004,0.026,0.017,0.4
11580,South Korea,전라북도,군산,2022.02,26,40,0.003,0.036,0.014,0.4
11581,South Korea,전라북도,군산,2022.03,23,46,0.003,0.038,0.015,0.4
11582,South Korea,전라북도,군산,2022.04,22,46,0.003,0.046,0.012,0.3
11583,South Korea,전라북도,군산,2022.05,18,35,0.003,0.054,0.009,0.3
11584,South Korea,전라북도,군산,2022.06,14,23,0.002,0.043,0.007,0.3
11585,South Korea,전라북도,군산,2022.07,15,22,0.002,0.042,0.007,0.3
11586,South Korea,전라북도,군산,2022.08,9,19,0.002,0.033,0.006,0.3
11587,South Korea,전라북도,군산,2022.09,17,31,0.003,0.039,0.009,0.3
11588,South Korea,전라북도,군산,2022.1,19,35,0.003,0.033,0.011,0.3
11589,South Korea,전라북도,군산,2022.11,29,48,0.003,0.029,0.016,0.4
11590,South Korea,전라북도,김제,2015.01,-,-,-,-,-,-
11591,South Korea,전라북도,김제,2015.02,-,-,-,-,-,-
11592,South Korea,전라북도,김제,2015.03,-,-,-,-,-,-
11593,South Korea,전라북도,김제,2015.04,-,-,-,-,-,-
11594,South Korea,전라북도,김제,2015.05,-,-,-,-,-,-
11595,South Korea,전라북도,김제,2015.06,-,-,-,-,-,-
11596,South Korea,전라북도,김제,2015.07,-,-,-,-,-,-
11597,South Korea,전라북도,김제,2015.08,-,-,-,-,-,-
11598,South Korea,전라북도,김제,2015.09,-,-,-,-,-,-
11599,South Korea,전라북도,김제,2015.1,-,-,-,-,-,-
11600,South Korea,전라북도,김제,2015.11,-,-,-,-,-,-
11601,South Korea,전라북도,김제,2015.12,-,-,-,-,-,-
11602,South Korea,전라북도,김제,2016.01,42,50,0.004,0.019,0.021,0.7
11603,South Korea,전라북도,김제,2016.02,32,46,0.004,0.025,0.02,0.6
11604,South Korea,전라북도,김제,2016.03,41,61,0.004,0.03,0.02,0.6
11605,South Korea,전라북도,김제,2016.04,40,74,0.003,0.039,0.015,0.6
11606,South Korea,전라북도,김제,2016.05,36,58,0.004,0.049,0.012,0.6
11607,South Korea,전라북도,김제,2016.06,38,50,0.003,0.042,0.011,0.5
11608,South Korea,전라북도,김제,2016.07,17,28,0.003,0.028,0.009,0.4
11609,South Korea,전라북도,김제,2016.08,22,37,0.003,0.031,0.007,0.5
11610,South Korea,전라북도,김제,2016.09,27,40,0.003,0.026,0.011,0.5
11611,South Korea,전라북도,김제,2016.1,26,45,0.003,0.018,0.019,0.5
11612,South Korea,전라북도,김제,2016.11,37,54,0.003,0.016,0.02,0.5
11613,South Korea,전라북도,김제,2016.12,35,45,0.004,0.016,0.021,0.6
11614,South Korea,전라북도,김제,2017.01,38,49,0.003,0.021,0.021,0.7
11615,South Korea,전라북도,김제,2017.02,31,43,0.004,0.03,0.018,0.7
11616,South Korea,전라북도,김제,2017.03,45,61,0.004,0.019,0.019,0.6
11617,South Korea,전라북도,김제,2017.04,32,58,0.003,0.049,0.016,0.6
11618,South Korea,전라북도,김제,2017.05,29,64,0.003,0.054,0.013,0.6
11619,South Korea,전라북도,김제,2017.06,28,46,0.003,0.055,0.011,0.5
11620,South Korea,전라북도,김제,2017.07,17,29,0.002,0.042,0.007,0.6
11621,South Korea,전라북도,김제,2017.08,14,28,0.003,0.037,0.012,0.4
11622,South Korea,전라북도,김제,2017.09,24,38,0.003,0.041,0.014,0.5
11623,South Korea,전라북도,김제,2017.1,22,41,0.003,0.03,0.014,0.5
11624,South Korea,전라북도,김제,2017.11,33,52,0.003,0.026,0.018,0.6
11625,South Korea,전라북도,김제,2017.12,32,42,0.003,0.024,0.02,0.5
11626,South Korea,전라북도,김제,2018.01,36,63,0.003,0.025,0.019,0.5
11627,South Korea,전라북도,김제,2018.02,31,66,0.003,0.031,0.016,0.5
11628,South Korea,전라북도,김제,2018.03,31,66,0.003,0.041,0.017,0.6
11629,South Korea,전라북도,김제,2018.04,24,73,0.002,0.046,0.016,0.4
11630,South Korea,전라북도,김제,2018.05,20,59,0.002,0.052,0.012,0.4
11631,South Korea,전라북도,김제,2018.06,28,64,0.003,0.051,0.011,0.3
11632,South Korea,전라북도,김제,2018.07,10*,40,0.003,0.027,0.01,0.3
11633,South Korea,전라북도,김제,2018.08,13,20,0.004,0.033,0.01,0.3
11634,South Korea,전라북도,김제,2018.09,11,21,0.003,0.033,0.013,0.5
11635,South Korea,전라북도,김제,2018.1,20,29,0.004,0.027,0.017,0.5
11636,South Korea,전라북도,김제,2018.11,42,63,0.005,0.02,0.024,0.6
11637,South Korea,전라북도,김제,2018.12,29,49,0.004,0.02,0.018,0.4
11638,South Korea,전라북도,김제,2019.01,39,61,0.003,0.021,0.018,0.4
11639,South Korea,전라북도,김제,2019.02,40,62,0.003,0.029,0.018,0.5**
11640,South Korea,전라북도,김제,2019.03,46,70,0.003,0.04,0.016,0.6
11641,South Korea,전라북도,김제,2019.04,22,46,0.002,0.042,0.016,0.4
11642,South Korea,전라북도,김제,2019.05,26,54,0.003,0.059,0.014,0.4
11643,South Korea,전라북도,김제,2019.06,24,42,0.002,0.047,0.012,0.3
11644,South Korea,전라북도,김제,2019.07,19,29,0.002,0.035,0.011,0.2
11645,South Korea,전라북도,김제,2019.08,19,30,0.002,0.035,0.011,0.3
11646,South Korea,전라북도,김제,2019.09,16,27,0.002,0.032,0.013,0.3
11647,South Korea,전라북도,김제,2019.1,22,39,0.002,0.029,0.017,0.3
11648,South Korea,전라북도,김제,2019.11,28,46,0.003,0.023,0.021,0.5
11649,South Korea,전라북도,김제,2019.12,29,39,0.003,0.021,0.02,0.4
11650,South Korea,전라북도,김제,2020.01,33,44,0.003,0.022,0.02,0.5
11651,South Korea,전라북도,김제,2020.02,29,38,0.002,0.03,0.018,0.4
11652,South Korea,전라북도,김제,2020.03,26,42,0.002,0.038,0.014,0.4
11653,South Korea,전라북도,김제,2020.04,22,40,0.002,0.047,0.012,0.4
11654,South Korea,전라북도,김제,2020.05,22,33,0.002,0.049,0.011,0.4
11655,South Korea,전라북도,김제,2020.06,27,41,0.002,0.052,0.011,0.4
11656,South Korea,전라북도,김제,2020.07,14,22,0.002,0.035,0.01,0.4
11657,South Korea,전라북도,김제,2020.08,16,26,0.002,0.024,0.008,0.3
11658,South Korea,전라북도,김제,2020.09,17,28,0.002,0.035,0.011,0.5
11659,South Korea,전라북도,김제,2020.1,25,41,0.002,0.03,0.018,0.4
11660,South Korea,전라북도,김제,2020.11,30,41,0.002,0.023,0.021,0.4
11661,South Korea,전라북도,김제,2020.12,31,38,0.002,0.018,0.022,0.5
11662,South Korea,전라북도,김제,2021.01,28,45,0.002,0.023,0.021,0.5
11663,South Korea,전라북도,김제,2021.02,31,46,0.002,0.034,0.015,0.5
11664,South Korea,전라북도,김제,2021.03,36,88,0.002,0.038,0.017,0.5
11665,South Korea,전라북도,김제,2021.04,21,47,0.002,0.047,0.014,0.4
11666,South Korea,전라북도,김제,2021.05,24,64,0.002,0.048,0.011,0.4
11667,South Korea,전라북도,김제,2021.06,26*,40,0.002,0.052,0.011,0.4
11668,South Korea,전라북도,김제,2021.07,15,21,0.002,0.034,0.009,0.3
11669,South Korea,전라북도,김제,2021.08,15,22,0.002,0.033,0.009,0.3
11670,South Korea,전라북도,김제,2021.09,12,19,0.002,0.033,0.011,0.3
11671,South Korea,전라북도,김제,2021.1,24,37,0.002,0.03,0.016,0.4
11672,South Korea,전라북도,김제,2021.11,31,45,0.002,0.027,0.02,0.4
11673,South Korea,전라북도,김제,2021.12,31,41,0.002,0.023,0.02,0.5
11674,South Korea,전라북도,김제,2022.01,36,42,0.002,0.022,0.021,0.5
11675,South Korea,전라북도,김제,2022.02,35,42,0.002,0.034,0.018,0.5
11676,South Korea,전라북도,김제,2022.03,29,45,0.002,0.036,0.017,0.4
11677,South Korea,전라북도,김제,2022.04,24,46,0.002,0.044,0.013,0.4
11678,South Korea,전라북도,김제,2022.05,19,36,0.002,0.052,0.008,0.4
11679,South Korea,전라북도,김제,2022.06,13,24,0.002,0.041,0.007,0.3
11680,South Korea,전라북도,김제,2022.07,15,22,0.002,0.038,0.006,0.3
11681,South Korea,전라북도,김제,2022.08,12,20,0.002,0.029,0.005,0.3
11682,South Korea,전라북도,김제,2022.09,19,32,0.002,0.034,0.008,0.3
11683,South Korea,전라북도,김제,2022.1,22,38,0.002,0.03,0.013,0.4
11684,South Korea,전라북도,김제,2022.11,33,48,0.002,0.026,0.017,0.4
11685,South Korea,전라북도,남원,2015.01,-,55,0.005,0.018,0.017,0.8
11686,South Korea,전라북도,남원,2015.02,-,75,0.005,0.027,0.016,0.8
11687,South Korea,전라북도,남원,2015.03,-,74,0.005,0.036,0.015,0.7
11688,South Korea,전라북도,남원,2015.04,-,46,0.004,0.041,0.01,0.6
11689,South Korea,전라북도,남원,2015.05,-,51,0.004,0.051,0.008,0.5
11690,South Korea,전라북도,남원,2015.06,-,55,0.004,0.047,0.008,0.5
11691,South Korea,전라북도,남원,2015.07,-,41,0.004,0.035,0.007,0.5
11692,South Korea,전라북도,남원,2015.08,-,34,0.004,0.03,0.007,0.4
11693,South Korea,전라북도,남원,2015.09,-,-,0.003,0.035,0.006,0.4
11694,South Korea,전라북도,남원,2015.1,-,50,0.004,0.03,0.013,0.5
11695,South Korea,전라북도,남원,2015.11,-,33,0.004,0.018,0.016,0.7
11696,South Korea,전라북도,남원,2015.12,-,44,0.004,0.015,0.019,0.8
11697,South Korea,전라북도,남원,2016.01,-,44,0.005,0.021,0.018,0.8
11698,South Korea,전라북도,남원,2016.02,-,40,0.005*,0.029,0.016,0.7
11699,South Korea,전라북도,남원,2016.03,-,51,0.004,0.037,0.015,0.6
11700,South Korea,전라북도,남원,2016.04,31,63,0.004,0.047,0.014,0.6
11701,South Korea,전라북도,남원,2016.05,29,49,0.004,0.053,0.012,0.5
11702,South Korea,전라북도,남원,2016.06,26,42,0.004,0.045,0.012,0.5
11703,South Korea,전라북도,남원,2016.07,16,32,0.004*,0.03,0.01,0.4
11704,South Korea,전라북도,남원,2016.08,19,47,0.003,0.038,0.008,0.4
11705,South Korea,전라북도,남원,2016.09,20,38,0.002,0.032,0.009,0.4
11706,South Korea,전라북도,남원,2016.1,19,38,0.002,0.023,0.012,0.5
11707,South Korea,전라북도,남원,2016.11,36,60,0.003,0.018,0.017,0.7
11708,South Korea,전라북도,남원,2016.12,36,53,0.003,0.02,0.019,0.7
11709,South Korea,전라북도,남원,2017.01,38,57,0.003,0.017,0.017,0.7
11710,South Korea,전라북도,남원,2017.02,31,49,0.003,0.036,0.016,0.7
11711,South Korea,전라북도,남원,2017.03,40,63,0.003,0.016,0.016,0.6
11712,South Korea,전라북도,남원,2017.04,26,52,0.003,0.05,0.013,0.5
11713,South Korea,전라북도,남원,2017.05,25,54,0.003,0.052,0.01,0.5
11714,South Korea,전라북도,남원,2017.06,23,38,0.003,0.056,0.007,0.5
11715,South Korea,전라북도,남원,2017.07,20,30,0.003,0.032,0.007,0.5
11716,South Korea,전라북도,남원,2017.08,15,25,0.002,0.031,0.009,0.5
11717,South Korea,전라북도,남원,2017.09,21,31,0.002,0.037,0.008,0.5
11718,South Korea,전라북도,남원,2017.1,17,29,0.002,0.028,0.01,0.5
11719,South Korea,전라북도,남원,2017.11,33,50,0.003,0.022,0.015,0.7
11720,South Korea,전라북도,남원,2017.12,36,47,0.003,0.021,0.016,0.8
11721,South Korea,전라북도,남원,2018.01,36,67,0.003,0.025,0.017,0.8
11722,South Korea,전라북도,남원,2018.02,33,74,0.003,0.03,0.017,0.8
11723,South Korea,전라북도,남원,2018.03,26,65,0.002,0.039,0.016,0.6
11724,South Korea,전라북도,남원,2018.04,20,60,0.002,0.047,0.012,0.6
11725,South Korea,전라북도,남원,2018.05,16,35,0.002,0.048,0.01,0.5
11726,South Korea,전라북도,남원,2018.06,22,36,0.003,0.051,0.01,0.5
