City,pm25,pm10,o3,no2,so2,co,Cluster,District_강원도,District_경기도,District_경상남도,District_경상북도,District_광주광역시,District_대구광역시,District_대전광역시,District_부산광역시,District_서울특별시,District_세종특별자치시,District_울산광역시,District_인천광역시,District_전라남도,District_전라북도,District_제주특별자치도,District_충청남도,District_충청북도
세종특별자치시,13.861,26.781,0.018,0.012,0.002,0.339,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
세종특별자치시,13.861,26.781,0.018,0.012,0.002,0.339,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
세종특별자치시,13.861,26.781,0.018,0.012,0.002,0.339,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
속초,8.082,32.867,0.023,0.012,0.003,0.408,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
속초,8.082,32.867,0.023,0.012,0.003,0.408,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원,13.27,47.439,0.023,0.032,0.005,0.623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
순천,10.929,34.265,0.031,0.013,0.004,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
시흥,11.783,52.856,0.025,0.032,0.007,0.582,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시흥,11.783,52.856,0.025,0.032,0.007,0.582,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시흥,11.783,52.856,0.025,0.032,0.007,0.582,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시흥,11.783,52.856,0.025,0.032,0.007,0.582,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아산,11.124,46.742,0.026,0.019,0.004,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
아산,11.124,46.742,0.026,0.019,0.004,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
아산,11.124,46.742,0.026,0.019,0.004,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
아산,11.124,46.742,0.026,0.019,0.004,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
아산,11.124,46.742,0.026,0.019,0.004,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
안동,7.947,39.546,0.028,0.014,0.004,0.465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
안동,7.947,39.546,0.028,0.014,0.004,0.465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
안동,7.947,39.546,0.028,0.014,0.004,0.465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
안동,7.947,39.546,0.028,0.014,0.004,0.465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안산,13.369,48.576,0.025,0.029,0.005,0.526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,11.98,52.848,0.026,0.016,0.004,0.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,11.98,52.848,0.026,0.016,0.004,0.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,11.98,52.848,0.026,0.016,0.004,0.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,11.98,52.848,0.026,0.016,0.004,0.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,11.98,52.848,0.026,0.016,0.004,0.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안양,11.132,49.371,0.023,0.031,0.005,0.534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안양,11.132,49.371,0.023,0.031,0.005,0.534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안양,11.132,49.371,0.023,0.031,0.005,0.534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안양,11.132,49.371,0.023,0.031,0.005,0.534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안양,11.132,49.371,0.023,0.031,0.005,0.534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양산,12.631,43.848,0.027,0.021,0.005,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양주,11.124,56.431,0.028,0.018,0.005,0.483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양주,11.124,56.431,0.028,0.018,0.005,0.483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양주,11.124,56.431,0.028,0.018,0.005,0.483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양주,11.124,56.431,0.028,0.018,0.005,0.483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여수,10.171,34.538,0.029,0.018,0.007,0.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여주,20.013,51.904,0.026,0.018,0.004,0.489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여주,20.013,51.904,0.026,0.018,0.004,0.489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여주,20.013,51.904,0.026,0.018,0.004,0.489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여주,20.013,51.904,0.026,0.018,0.004,0.489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여주,20.013,51.904,0.026,0.018,0.004,0.489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
영주,9.444,47.729,0.028,0.015,0.007,0.672,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
영주,9.444,47.729,0.028,0.015,0.007,0.672,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
영주,9.444,47.729,0.028,0.015,0.007,0.672,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
영주,9.444,47.729,0.028,0.015,0.007,0.672,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
영천,6.934,32.742,0.022,0.012,0.004,0.39,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
영천,6.934,32.742,0.022,0.012,0.004,0.39,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
오산,11.26,51.705,0.024,0.029,0.004,0.486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오산,11.26,51.705,0.024,0.029,0.004,0.486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오산,11.26,51.705,0.024,0.029,0.004,0.486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오산,11.26,51.705,0.024,0.029,0.004,0.486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인,11.37,50.199,0.022,0.03,0.005,0.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인,11.37,50.199,0.022,0.03,0.005,0.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인,11.37,50.199,0.022,0.03,0.005,0.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인,11.37,50.199,0.022,0.03,0.005,0.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인,11.37,50.199,0.022,0.03,0.005,0.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
울산광역시,12.286,43.106,0.028,0.022,0.007,0.507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주,15.655,53.0,0.025,0.021,0.004,0.651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의왕,12.542,50.212,0.022,0.034,0.004,0.654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,12.951,48.977,0.025,0.026,0.004,0.576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이천,11.624,57.537,0.025,0.021,0.005,0.47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이천,11.624,57.537,0.025,0.021,0.005,0.47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이천,11.624,57.537,0.025,0.021,0.005,0.47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이천,11.624,57.537,0.025,0.021,0.005,0.47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
익산,15.837,51.47,0.028,0.016,0.004,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
인천광역시,13.246,47.053,0.025,0.026,0.006,0.564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
전주,13.013,49.377,0.028,0.017,0.004,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전주,13.013,49.377,0.028,0.017,0.004,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전주,13.013,49.377,0.028,0.017,0.004,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전주,13.013,49.377,0.028,0.017,0.004,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전주,13.013,49.377,0.028,0.017,0.004,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
정읍,11.423,47.522,0.026,0.013,0.003,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
정읍,11.423,47.522,0.026,0.013,0.003,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
정읍,11.423,47.522,0.026,0.013,0.003,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
정읍,11.423,47.522,0.026,0.013,0.003,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
정읍,11.423,47.522,0.026,0.013,0.003,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제천,12.31,47.756,0.024,0.024,0.005,0.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주,11.494,44.402,0.029,0.017,0.004,0.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창원,10.978,43.76,0.031,0.021,0.004,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
천안,10.861,45.889,0.025,0.022,0.004,0.581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청주,18.426,49.065,0.026,0.021,0.004,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘천,12.746,47.174,0.027,0.016,0.003,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충주,12.299,47.51,0.026,0.022,0.004,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
태백,8.911,32.315,0.023,0.012,0.003,0.398,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
태백,8.911,32.315,0.023,0.012,0.003,0.398,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
통영,9.688,34.884,0.026,0.015,0.003,0.348,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
통영,9.688,34.884,0.026,0.015,0.003,0.348,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
통영,9.688,34.884,0.026,0.015,0.003,0.348,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주,12.934,53.992,0.026,0.021,0.004,0.594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주,12.934,53.992,0.026,0.021,0.004,0.594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주,12.934,53.992,0.026,0.021,0.004,0.594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주,12.934,53.992,0.026,0.021,0.004,0.594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주,12.934,53.992,0.026,0.021,0.004,0.594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
평택,12.147,58.75,0.026,0.022,0.005,0.438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
평택,12.147,58.75,0.026,0.022,0.005,0.438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
평택,12.147,58.75,0.026,0.022,0.005,0.438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
평택,12.147,58.75,0.026,0.022,0.005,0.438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포천,11.73,61.996,0.029,0.021,0.006,0.505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포천,11.73,61.996,0.029,0.021,0.006,0.505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포천,11.73,61.996,0.029,0.021,0.006,0.505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포천,11.73,61.996,0.029,0.021,0.006,0.505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포천,11.73,61.996,0.029,0.021,0.006,0.505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포항,8.712,43.364,0.03,0.015,0.005,0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
포항,8.712,43.364,0.03,0.015,0.005,0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
포항,8.712,43.364,0.03,0.015,0.005,0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
포항,8.712,43.364,0.03,0.015,0.005,0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
포항,8.712,43.364,0.03,0.015,0.005,0.515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하남,11.861,45.705,0.021,0.03,0.004,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
화성,11.238,52.523,0.026,0.021,0.004,0.438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
화성,11.238,52.523,0.026,0.021,0.004,0.438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
화성,11.238,52.523,0.026,0.021,0.004,0.438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
화성,11.238,52.523,0.026,0.021,0.004,0.438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
