City,pm25,pm10,o3,no2,so2,co,Cluster,District_강원도,District_경기도,District_경상남도,District_경상북도,District_광주광역시,District_대구광역시,District_대전광역시,District_부산광역시,District_서울특별시,District_세종특별자치시,District_울산광역시,District_인천광역시,District_전라남도,District_전라북도,District_제주특별자치도,District_충청남도,District_충청북도
광주광역시,12.688,40.364,0.028,0.019,0.003,0.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,12.688,40.364,0.028,0.019,0.003,0.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,12.688,40.364,0.028,0.019,0.003,0.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,12.688,40.364,0.028,0.019,0.003,0.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구리,14.672,49.272,0.024,0.027,0.004,0.516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구미,9.39,45.72,0.029,0.018,0.004,0.543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
구미,9.39,45.72,0.029,0.018,0.004,0.543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
구미,9.39,45.72,0.029,0.018,0.004,0.543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
구미,9.39,45.72,0.029,0.018,0.004,0.543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
구미,9.39,45.72,0.029,0.018,0.004,0.543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군산,13.312,45.824,0.03,0.015,0.005,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
군포,10.866,51.606,0.025,0.03,0.004,0.465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군포,10.866,51.606,0.025,0.03,0.004,0.465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군포,10.866,51.606,0.025,0.03,0.004,0.465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군포,10.866,51.606,0.025,0.03,0.004,0.465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김제,13.045,44.244,0.027,0.014,0.003,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
김제,13.045,44.244,0.027,0.014,0.003,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
김제,13.045,44.244,0.027,0.014,0.003,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
김제,13.045,44.244,0.027,0.014,0.003,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
