District,City,year,pm25,pm10,so2,o3,no2,co,AVG
강원도,강릉,2010,25.416666666666668,45.166666666666664,0.00475,0.026833333333333334,0.018166666666666668,0.45,79.83
강원도,강릉,2011,24.87591666666667,43.666666666666664,0.005583333333333333,0.02825,0.0165,0.44166666666666665,80.56
강원도,강릉,2012,23.685083333333335,39.5,0.005166666666666667,0.025583333333333333,0.01375,0.47500000000000003,80.87
강원도,강릉,2013,24.396416666666667,39.916666666666664,0.005,0.027749999999999997,0.012833333333333334,0.5833333333333334,81.2
강원도,강릉,2014,26.341416666666664,45.75,0.003916666666666666,0.028083333333333335,0.013333333333333334,0.525,81.65
강원도,강릉,2015,20.547833333333333,48.583333333333336,0.004,0.030083333333333333,0.012499999999999999,0.4666666666666666,82.11
강원도,강릉,2016,27.390249999999998,47.25,0.00325,0.030166666666666665,0.01375,0.48333333333333334,82.56
강원도,강릉,2017,25.196416666666664,43.666666666666664,0.0030000000000000005,0.030666666666666665,0.011999999999999999,0.425,82.94
강원도,강릉,2018,19.250916666666665,35.0,0.0031666666666666666,0.03358333333333333,0.013416666666666667,0.325,83.16
강원도,강릉,2019,18.413,35.45454545454545,0.002181818181818182,0.03718181818181818,0.012,0.3090909090909091,83.44
강원도,강릉,2020,14.895666666666665,29.666666666666668,0.0025,0.03575,0.011500000000000002,0.4583333333333333,83.82
강원도,동해,2010,25.756500000000003,43.5,0.005083333333333333,0.02766666666666667,0.021666666666666667,0.6749999999999999,79.21
강원도,동해,2011,23.631083333333333,39.0,0.004166666666666667,0.02791666666666667,0.0205,0.6833333333333332,79.58
강원도,동해,2012,21.693833333333334,35.75,0.004166666666666667,0.03025,0.016916666666666667,0.6,79.89
강원도,동해,2013,22.550749999999997,37.583333333333336,0.003916666666666666,0.03158333333333333,0.014166666666666666,0.5916666666666667,80.06
강원도,동해,2014,24.251666666666665,41.25,0.00425,0.028583333333333332,0.018583333333333334,0.6,80.61
강원도,동해,2015,23.275916666666664,40.083333333333336,0.0035,0.02725,0.018416666666666668,0.5333333333333333,80.87
강원도,동해,2016,20.59525,37.416666666666664,0.0025,0.02675,0.016749999999999998,0.4916666666666667,81.41
강원도,동해,2017,19.817666666666668,35.75,0.0025833333333333333,0.029666666666666664,0.016,0.47500000000000003,81.86
강원도,동해,2018,19.220583333333334,34.166666666666664,0.00225,0.03208333333333333,0.01625,0.39999999999999997,81.98
강원도,동해,2019,19.17533333333333,32.916666666666664,0.002166666666666667,0.0315,0.016,0.43333333333333335,82.46
강원도,동해,2020,16.293333333333333,25.25,0.0018333333333333333,0.026333333333333334,0.012499999999999999,0.4083333333333334,82.54
강원도,삼척,2010,25.355833333333333,42.833333333333336,0.005916666666666667,0.028916666666666663,0.015083333333333332,0.5499999999999999,78.85
강원도,삼척,2011,25.366666666666664,44.083333333333336,0.004166666666666667,0.03125,0.015583333333333333,0.575,79.41
강원도,삼척,2012,23.387833333333333,39.5,0.00425,0.030083333333333333,0.015916666666666666,0.575,80.04
강원도,삼척,2013,24.787666666666667,41.166666666666664,0.003916666666666666,0.02841666666666667,0.015666666666666666,0.65,80.49
강원도,삼척,2014,25.422250000000002,45.0,0.004083333333333334,0.03133333333333333,0.016166666666666666,0.5333333333333333,80.95
강원도,삼척,2015,24.01433333333333,42.083333333333336,0.0036666666666666666,0.029916666666666664,0.018583333333333334,0.5499999999999999,81.36
강원도,삼척,2016,23.429000000000002,43.416666666666664,0.00325,0.029583333333333333,0.016083333333333335,0.48333333333333334,81.78
강원도,삼척,2017,21.453999999999997,37.416666666666664,0.0026666666666666666,0.0305,0.014499999999999999,0.39166666666666666,82.23
강원도,삼척,2018,18.41725,31.833333333333332,0.002416666666666667,0.03133333333333333,0.014333333333333332,0.3833333333333333,82.26
강원도,삼척,2019,17.692416666666666,31.833333333333332,0.002416666666666667,0.031166666666666665,0.013583333333333334,0.35833333333333334,82.54
강원도,삼척,2020,13.189333333333332,24.75,0.0025833333333333333,0.02691666666666667,0.011250000000000001,0.3416666666666666,82.75
강원도,속초,2019,18.011,36.666666666666664,0.004583333333333333,0.03883333333333334,0.011166666666666667,0.4666666666666666,82.96
강원도,속초,2020,11.992166666666668,32.0,0.0035833333333333338,0.034999999999999996,0.009,0.4166666666666667,83.25
강원도,원주,2010,34.049749999999996,60.083333333333336,0.005333333333333333,0.02075,0.02266666666666667,0.6666666666666666,80.18
강원도,원주,2011,34.33983333333333,59.666666666666664,0.0045,0.021833333333333333,0.022916666666666665,0.7916666666666666,80.64
강원도,원주,2012,34.63825,60.25,0.005166666666666667,0.023583333333333335,0.021083333333333332,0.775,80.84
