District,City,year,pm25,pm10,so2,o3,no2,co,AVG
경상남도,창원,2017,24.5,45.083,0.005,0.034,0.021,0.467,82.246
경상남도,창원,2018,21.0,44.333,0.004,0.031,0.02,0.45,82.532
경상남도,창원,2019,19.167,40.167,0.004,0.032,0.02,0.458,82.85
경상남도,창원,2020,16.083,28.583,0.003,0.032,0.017,0.417,83.14
경상남도,통영,2015,24.952,45.06,0.005,0.03,0.017,0.455,80.06
경상남도,통영,2016,23.976,43.619,0.004,0.029,0.017,0.431,80.46
경상남도,통영,2017,22.191,42.0,0.002,0.012,0.016,0.45,80.99
경상남도,통영,2018,20.5,41.417,0.003,0.034,0.016,0.317,81.24
경상남도,통영,2019,18.083,40.0,0.003,0.039,0.017,0.342,81.5
경상남도,통영,2020,12.667,27.417,0.003,0.036,0.015,0.3,81.81
경상남도,하동,2015,29.583,48.083,0.004,0.033,0.009,0.383,80.85
경상남도,하동,2016,23.583,44.833,0.004,0.032,0.01,0.375,81.41
경상남도,하동,2017,23.5,45.333,0.004,0.032,0.01,0.417,81.38
경상남도,하동,2018,15.917,32.75,0.004,0.032,0.01,0.358,81.83
경상남도,하동,2019,16.0,36.667,0.003,0.039,0.008,0.378,82.27
경상남도,하동,2020,13.5,27.917,0.003,0.037,0.009,0.383,82.64
경상남도,함안,2015,24.952,45.06,0.005,0.03,0.017,0.455,80.53
경상남도,함안,2016,23.976,43.619,0.004,0.029,0.017,0.431,80.88
경상남도,함안,2017,22.191,42.361,0.004,0.029,0.017,0.459,81.64
경상남도,함안,2018,19.391,39.418,0.004,0.032,0.016,0.412,82.09
경상남도,함안,2019,17.909,39.0,0.002,0.033,0.013,0.518,82.41
경상남도,함안,2020,17.333,28.833,0.003,0.031,0.011,0.417,82.62
경상남도,함양,2015,24.952,45.06,0.005,0.03,0.017,0.455,81.16
경상남도,함양,2016,23.976,43.619,0.004,0.029,0.017,0.431,81.49
경상남도,함양,2017,22.191,42.361,0.004,0.029,0.017,0.459,81.81
경상남도,함양,2018,19.391,39.418,0.004,0.032,0.016,0.412,82.14
경상남도,함양,2019,17.0,35.75,0.002,0.036,0.01,0.4,82.63
경상남도,함양,2020,16.417,27.75,0.002,0.035,0.009,0.4,83.24
경상남도,합천,2015,24.952,45.06,0.005,0.03,0.017,0.455,80.45
경상남도,합천,2016,23.976,43.619,0.004,0.029,0.017,0.431,80.82
경상남도,합천,2017,22.191,42.361,0.004,0.029,0.017,0.459,81.06
경상남도,합천,2018,19.391,39.418,0.004,0.032,0.016,0.412,81.35
경상남도,합천,2019,16.0,26.5,0.003,0.02,0.012,0.4,81.67
경상남도,합천,2020,14.417,25.0,0.003,0.032,0.009,0.342,81.97
경상북도,경산,2015,28.429,49.364,0.004,0.026,0.023,0.467,81.27
경상북도,경산,2016,23.851,43.5,0.004,0.024,0.018,0.492,81.88
경상북도,경산,2017,24.625,43.333,0.004,0.027,0.014,0.508,82.33
경상북도,경산,2018,25.25,42.583,0.004,0.027,0.011,0.508,82.75
경상북도,경산,2019,24.0,42.667,0.004,0.029,0.01,0.45,83.01
경상북도,경산,2020,21.5,35.083,0.004,0.03,0.008,0.417,83.18
경상북도,경주,2015,28.429,40.818,0.005,0.026,0.021,0.408,81.35
경상북도,경주,2016,23.851,27.667,0.005,0.027,0.016,0.392,81.82
경상북도,경주,2017,23.885,34.833,0.004,0.028,0.015,0.4,82.32
경상북도,경주,2018,20.833,38.667,0.004,0.028,0.018,0.383,82.64
경상북도,경주,2019,20.083,36.417,0.004,0.029,0.015,0.342,82.93
경상북도,경주,2020,17.333,28.417,0.004,0.032,0.011,0.308,83.3
경상북도,고령,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.7
경상북도,고령,2016,23.851,39.869,0.004,0.029,0.016,0.539,80.83
경상북도,고령,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.46
경상북도,고령,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.12
경상북도,고령,2019,15.667,28.667,0.003,0.025,0.01,0.4,82.54
경상북도,고령,2020,17.25,29.667,0.004,0.032,0.008,0.383,83.06
경상북도,구미,2015,28.429,46.917,0.006,0.032,0.018,0.683,82.03
경상북도,구미,2016,21.125,40.5,0.004,0.031,0.021,0.592,82.29
경상북도,구미,2017,23.0,41.583,0.004,0.031,0.017,0.567,82.64
경상북도,구미,2018,25.417,48.833,0.003,0.03,0.017,0.492,83.01
경상북도,구미,2019,20.0,48.333,0.003,0.032,0.016,0.425,83.4
경상북도,구미,2020,18.75,35.833,0.003,0.032,0.015,0.425,83.59
경상북도,군위,2015,28.429,45.469,0.006,0.029,0.018,0.546,79.96
경상북도,군위,2016,23.851,39.869,0.004,0.029,0.016,0.539,80.94
경상북도,군위,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.39
경상북도,군위,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.56
경상북도,군위,2019,19.581,36.53,0.003,0.032,0.012,0.39,82.58
경상북도,군위,2020,15.583,26.0,0.003,0.033,0.007,0.417,82.15
경상북도,김천,2015,28.429,49.364,0.004,0.031,0.015,0.45,81.7
경상북도,김천,2016,30.0,43.583,0.003,0.03,0.012,0.55,81.97
경상북도,김천,2017,24.75,40.833,0.003,0.028,0.012,0.508,82.51
경상북도,김천,2018,24.75,53.083,0.003,0.033,0.01,0.492,82.36
경상북도,김천,2019,23.417,43.833,0.002,0.035,0.012,0.4,82.64
경상북도,김천,2020,19.333,33.167,0.003,0.033,0.012,0.45,82.74
경상북도,문경,2015,28.429,45.469,0.006,0.029,0.018,0.546,81.34
경상북도,문경,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.59
경상북도,문경,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.96
경상북도,문경,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.28
경상북도,문경,2019,19.581,36.53,0.003,0.032,0.012,0.39,82.46
경상북도,문경,2020,16.818,28.636,0.004,0.032,0.014,0.309,82.75
경상북도,봉화,2015,28.429,45.469,0.006,0.029,0.018,0.546,81.72
경상북도,봉화,2016,23.851,39.869,0.004,0.029,0.016,0.539,82.02
경상북도,봉화,2017,23.885,47.657,0.004,0.028,0.016,0.542,82.47
경상북도,봉화,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.55
경상북도,봉화,2019,12.625,19.75,0.008,0.031,0.006,0.312,82.95
경상북도,봉화,2020,13.167,21.417,0.008,0.032,0.007,0.383,82.84
경상북도,상주,2015,28.429,45.469,0.006,0.029,0.018,0.546,81.4
경상북도,상주,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.66
경상북도,상주,2017,23.885,53.0,0.004,0.023,0.018,0.5,82.0
경상북도,상주,2018,21.167,35.5,0.003,0.032,0.012,0.45,82.08
경상북도,상주,2019,23.909,40.0,0.003,0.034,0.012,0.408,82.64
경상북도,상주,2020,21.083,33.667,0.004,0.036,0.011,0.375,83.05
경상북도,성주,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.68
경상북도,성주,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.33
경상북도,성주,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.7
경상북도,성주,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.84
경상북도,성주,2019,19.581,36.53,0.003,0.032,0.012,0.39,82.12
경상북도,성주,2020,18.5,27.9,0.002,0.029,0.015,0.48,82.23
경상북도,안동,2015,28.429,40.5,0.004,0.028,0.014,0.475,81.36
경상북도,안동,2016,23.851,37.667,0.004,0.027,0.017,0.558,81.83
경상북도,안동,2017,22.429,38.833,0.005,0.028,0.015,0.558,82.2
경상북도,안동,2018,25.727,38.0,0.004,0.029,0.013,0.582,82.53
경상북도,안동,2019,20.091,34.091,0.002,0.034,0.01,0.336,82.85
경상북도,안동,2020,17.5,30.75,0.003,0.032,0.012,0.425,83.24
경상북도,영덕,2015,28.429,45.469,0.006,0.029,0.018,0.546,81.46
경상북도,영덕,2016,23.851,39.869,0.004,0.029,0.016,0.539,82.05
경상북도,영덕,2017,23.885,47.657,0.004,0.028,0.016,0.542,82.14
경상북도,영덕,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.54
경상북도,영덕,2019,18.0,28.0,0.002,0.031,0.008,0.4,82.29
경상북도,영덕,2020,13.75,23.917,0.002,0.037,0.005,0.3,82.23
경상북도,영양,2015,28.429,45.469,0.006,0.029,0.018,0.546,79.81
경상북도,영양,2016,23.851,39.869,0.004,0.029,0.016,0.539,80.11
경상북도,영양,2017,23.885,47.657,0.004,0.028,0.016,0.542,80.77
경상북도,영양,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.35
경상북도,영양,2019,19.581,36.53,0.003,0.032,0.012,0.39,81.33
경상북도,영양,2020,12.5,23.1,0.003,0.036,0.006,0.29,81.56
경상북도,영주,2015,28.429,48.818,0.009,0.03,0.018,0.692,81.8
경상북도,영주,2016,23.851,47.25,0.006,0.029,0.016,0.658,82.31
경상북도,영주,2017,27.091,44.5,0.006,0.029,0.014,0.708,82.55
경상북도,영주,2018,27.5,49.0,0.006,0.029,0.013,0.558,82.86
경상북도,영주,2019,25.25,57.917,0.004,0.03,0.016,0.483,83.04
경상북도,영주,2020,21.2,34.6,0.003,0.028,0.011,0.517,83.38
경상북도,영천,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.83
경상북도,영천,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.05
경상북도,영천,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.36
경상북도,영천,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.56
경상북도,영천,2019,21.667,39.167,0.004,0.033,0.015,0.467,81.93
경상북도,영천,2020,17.75,33.583,0.004,0.033,0.012,0.458,82.02
경상북도,예천,2015,28.429,45.469,0.006,0.029,0.018,0.546,82.17
경상북도,예천,2016,23.851,39.869,0.004,0.029,0.016,0.539,82.73
경상북도,예천,2017,23.885,47.657,0.004,0.028,0.016,0.542,83.52
경상북도,예천,2018,24.007,42.694,0.004,0.03,0.014,0.479,83.81
경상북도,예천,2019,19.581,36.53,0.003,0.032,0.012,0.39,84.41
경상북도,예천,2020,15.1,29.2,0.003,0.039,0.008,0.28,84.49
경상북도,울릉도,2015,28.429,45.469,0.006,0.029,0.018,0.546,82.19
경상북도,울릉도,2016,23.851,39.869,0.004,0.029,0.016,0.539,83.47
경상북도,울릉도,2017,23.885,47.657,0.004,0.028,0.016,0.542,83.81
경상북도,울릉도,2018,24.007,42.694,0.004,0.03,0.014,0.479,83.96
경상북도,울릉도,2019,12.6,24.833,0.002,0.039,0.006,0.233,85.45
경상북도,울진,2015,28.429,45.469,0.006,0.029,0.018,0.546,81.23
경상북도,울진,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.43
경상북도,울진,2017,23.885,47.657,0.004,0.028,0.016,0.542,82.0
경상북도,울진,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.44
경상북도,울진,2019,14.818,28.273,0.003,0.039,0.008,0.373,82.83
경상북도,울진,2020,11.417,24.917,0.003,0.037,0.007,0.392,83.0
경상북도,의성,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.06
경상북도,의성,2016,23.851,39.869,0.004,0.029,0.016,0.539,80.27
경상북도,의성,2017,23.885,47.657,0.004,0.028,0.016,0.542,80.68
경상북도,의성,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.19
경상북도,의성,2019,19.581,36.53,0.003,0.032,0.012,0.39,81.63
경상북도,의성,2020,14.25,24.5,0.004,0.03,0.01,0.467,81.87
경상북도,청도,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.97
경상북도,청도,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.56
경상북도,청도,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.88
경상북도,청도,2018,24.007,42.694,0.004,0.03,0.014,0.479,81.99
경상북도,청도,2019,19.581,36.53,0.003,0.032,0.012,0.39,82.02
경상북도,청도,2020,17.273,28.545,0.003,0.033,0.009,0.336,81.79
경상북도,청송,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.83
경상북도,청송,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.19
경상북도,청송,2017,23.885,47.657,0.004,0.028,0.016,0.542,81.82
경상북도,청송,2018,24.007,42.694,0.004,0.03,0.014,0.479,82.4
경상북도,청송,2019,19.581,36.53,0.003,0.032,0.012,0.39,82.87
경상북도,청송,2020,13.2,25.7,0.003,0.035,0.006,0.31,83.35
경상북도,칠곡,2015,28.429,45.469,0.006,0.029,0.018,0.546,80.87
경상북도,칠곡,2016,23.851,39.869,0.004,0.029,0.016,0.539,81.1
경상북도,칠곡,2017,23.885,94.0,0.005,0.023,0.024,0.6,81.61
경상북도,칠곡,2018,21.5,37.0,0.004,0.028,0.018,0.392,82.07
경상북도,칠곡,2019,21.917,36.833,0.003,0.03,0.017,0.375,82.44
경상북도,칠곡,2020,20.333,33.5,0.003,0.03,0.013,0.342,82.8
경상북도,포항,2015,28.429,42.5,0.007,0.03,0.017,0.65,81.33
경상북도,포항,2016,20.429,38.917,0.005,0.032,0.015,0.533,81.805
경상북도,포항,2017,21.417,38.0,0.005,0.032,0.014,0.525,82.22
경상북도,포항,2018,23.917,41.583,0.004,0.034,0.014,0.458,82.585
경상북도,포항,2019,19.667,39.167,0.004,0.035,0.015,0.442,82.945
경상북도,포항,2020,16.5,35.5,0.004,0.034,0.014,0.458,83.225
광주광역시,광주광역시,2015,26.0,41.583,0.003,0.028,0.019,0.475,82.2
광주광역시,광주광역시,2016,23.417,40.083,0.003,0.03,0.018,0.475,82.53
광주광역시,광주광역시,2017,24.167,40.417,0.002,0.03,0.019,0.45,82.83
광주광역시,광주광역시,2018,24.0,40.917,0.003,0.028,0.017,0.508,83.16
광주광역시,광주광역시,2019,23.5,42.0,0.003,0.03,0.018,0.458,83.53
광주광역시,광주광역시,2020,18.0,29.75,0.003,0.029,0.014,0.408,83.8
대구광역시,대구광역시,2015,25.417,45.583,0.003,0.026,0.021,0.417,82.08
대구광역시,대구광역시,2016,24.5,43.083,0.004,0.026,0.02,0.408,82.42
대구광역시,대구광역시,2017,22.75,41.917,0.003,0.029,0.02,0.442,82.8
대구광역시,대구광역시,2018,22.25,39.917,0.003,0.026,0.02,0.417,83.06
대구광역시,대구광역시,2019,22.5,39.0,0.003,0.029,0.019,0.458,83.38
대구광역시,대구광역시,2020,20.0,34.0,0.002,0.028,0.017,0.442,83.64
대전광역시,대전광역시,2015,28.333,45.25,0.004,0.025,0.019,0.475,82.65
대전광역시,대전광역시,2016,22.5,43.833,0.003,0.028,0.019,0.483,82.98
대전광역시,대전광역시,2017,21.083,45.333,0.003,0.029,0.018,0.442,83.33
대전광역시,대전광역시,2018,21.667,43.667,0.002,0.027,0.019,0.433,83.6
대전광역시,대전광역시,2019,22.25,41.167,0.003,0.025,0.019,0.417,83.84
대전광역시,대전광역시,2020,17.417,32.583,0.002,0.027,0.017,0.4,84.09
부산광역시,부산광역시,2015,25.583,45.083,0.007,0.029,0.02,0.375,81.48
부산광역시,부산광역시,2016,26.833,43.833,0.006,0.029,0.021,0.4,81.85
부산광역시,부산광역시,2017,25.583,43.75,0.005,0.03,0.02,0.358,82.21
부산광역시,부산광역시,2018,23.167,41.583,0.005,0.029,0.019,0.35,82.54
부산광역시,부산광역시,2019,21.333,36.917,0.005,0.031,0.019,0.383,82.87
부산광역시,부산광역시,2020,16.917,30.083,0.004,0.031,0.016,0.383,83.17
서울특별시,서울특별시,2015,23.167,45.5,0.006,0.022,0.032,0.525,83.9
서울특별시,서울특별시,2016,26.083,47.833,0.005,0.024,0.031,0.525,84.21
서울특별시,서울특별시,2017,24.5,43.833,0.005,0.028,0.03,0.525,84.54
서울특별시,서울특별시,2018,23.0,39.75,0.004,0.023,0.028,0.508,84.82
서울특별시,서울특별시,2019,24.833,41.583,0.004,0.025,0.028,0.542,85.14
서울특별시,서울특별시,2020,20.75,35.25,0.003,0.025,0.024,0.483,85.41
세종특별자치시,세종특별자치시,2016,23.375,46.0,0.004,0.028,0.022,0.617,82.83
세종특별자치시,세종특별자치시,2017,22.75,46.833,0.003,0.03,0.02,0.533,83.27
세종특별자치시,세종특별자치시,2018,21.5,42.0,0.003,0.027,0.019,0.55,83.44
세종특별자치시,세종특별자치시,2019,25.833,43.75,0.003,0.028,0.019,0.525,83.86
세종특별자치시,세종특별자치시,2020,19.417,35.667,0.003,0.029,0.017,0.483,84.38
울산광역시,울산광역시,2015,24.667,45.167,0.008,0.028,0.023,0.525,81.34
울산광역시,울산광역시,2016,23.167,43.167,0.007,0.027,0.022,0.492,81.75
울산광역시,울산광역시,2017,24.75,42.667,0.006,0.03,0.022,0.567,82.17
울산광역시,울산광역시,2018,23.167,40.083,0.006,0.028,0.02,0.525,82.35
울산광역시,울산광역시,2019,20.333,36.75,0.005,0.031,0.02,0.492,82.7
울산광역시,울산광역시,2020,17.0,30.25,0.004,0.032,0.018,0.475,83.08
인천광역시,인천광역시,2015,29.167,51.667,0.006,0.025,0.026,0.608,82.22
인천광역시,인천광역시,2016,26.417,49.583,0.006,0.026,0.025,0.575,82.56
인천광역시,인천광역시,2017,25.0,45.417,0.005,0.027,0.024,0.567,82.95
인천광역시,인천광역시,2018,22.25,39.5,0.005,0.025,0.025,0.525,83.19
인천광역시,인천광역시,2019,23.25,42.667,0.005,0.029,0.024,0.542,83.6
인천광역시,인천광역시,2020,18.083,33.25,0.004,0.029,0.02,0.492,83.84
전라남도,강진,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.08
전라남도,강진,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.62
전라남도,강진,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.8
전라남도,강진,2018,22.092,37.092,0.004,0.029,0.013,0.443,82.27
전라남도,강진,2019,16.286,25.714,0.003,0.035,0.006,0.3,83.15
전라남도,강진,2020,16.333,25.833,0.003,0.039,0.006,0.308,83.37
전라남도,고흥,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.44
전라남도,고흥,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.82
전라남도,고흥,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.05
전라남도,고흥,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.48
전라남도,고흥,2019,15.3,27.4,0.002,0.027,0.007,0.49,82.35
전라남도,고흥,2020,13.417,24.917,0.002,0.039,0.006,0.425,82.48
전라남도,곡성,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.24
전라남도,곡성,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.4
전라남도,곡성,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.99
전라남도,곡성,2018,22.092,37.092,0.004,0.029,0.013,0.443,82.55
전라남도,곡성,2019,16.5,30.25,0.003,0.023,0.007,0.525,83.05
전라남도,곡성,2020,14.917,29.917,0.002,0.03,0.007,0.542,83.41
전라남도,광양,2015,24.833,39.667,0.007,0.028,0.014,0.4,82.02
전라남도,광양,2016,23.75,38.417,0.007,0.029,0.014,0.4,82.31
전라남도,광양,2017,20.833,36.917,0.006,0.028,0.014,0.433,82.8
전라남도,광양,2018,20.75,35.75,0.006,0.027,0.014,0.442,83.35
전라남도,광양,2019,18.0,31.583,0.005,0.033,0.013,0.483,83.68
전라남도,광양,2020,14.0,26.667,0.004,0.03,0.012,0.425,84.12
전라남도,구례,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.07
전라남도,구례,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.74
전라남도,구례,2017,20.517,36.767,0.005,0.03,0.013,0.453,82.3
전라남도,구례,2018,22.092,37.092,0.004,0.029,0.013,0.443,83.16
전라남도,구례,2019,16.0,28.5,0.003,0.021,0.008,0.417,83.62
전라남도,구례,2020,18.167,30.167,0.003,0.029,0.009,0.483,83.8
전라남도,나주,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.12
전라남도,나주,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.69
전라남도,나주,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.27
전라남도,나주,2018,23.833,37.083,0.003,0.031,0.012,0.367,82.01
전라남도,나주,2019,20.25,34.75,0.003,0.031,0.011,0.392,82.7
전라남도,나주,2020,15.5,25.333,0.002,0.04,0.01,0.3,83.23
전라남도,담양,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.8
전라남도,담양,2016,23.85,37.967,0.005,0.032,0.015,0.467,82.69
전라남도,담양,2017,20.517,36.767,0.005,0.03,0.013,0.453,83.56
전라남도,담양,2018,24.0,38.5,0.003,0.023,0.009,0.342,83.58
전라남도,담양,2019,23.833,39.0,0.003,0.023,0.008,0.375,83.84
전라남도,담양,2020,14.5,36.333,0.003,0.02,0.008,0.275,83.92
전라남도,목포,2015,24.0,38.917,0.004,0.036,0.017,0.633,80.81
전라남도,목포,2016,20.417,40.333,0.004,0.036,0.014,0.542,81.03
전라남도,목포,2017,19.333,40.25,0.003,0.03,0.013,0.45,81.37
전라남도,목포,2018,17.833,38.333,0.003,0.029,0.011,0.558,81.45
전라남도,목포,2019,19.917,40.167,0.004,0.033,0.01,0.533,81.68
전라남도,목포,2020,14.5,31.083,0.002,0.033,0.01,0.417,81.94
전라남도,무안,2015,25.017,40.483,0.005,0.032,0.015,0.498,79.96
전라남도,무안,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.38
전라남도,무안,2017,20.517,36.767,0.005,0.03,0.013,0.453,80.88
전라남도,무안,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.41
전라남도,무안,2019,21.0,38.7,0.004,0.034,0.007,0.39,81.74
전라남도,무안,2020,19.167,36.083,0.003,0.034,0.006,0.392,81.96
전라남도,보성,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.65
전라남도,보성,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.78
전라남도,보성,2017,20.517,36.767,0.005,0.03,0.013,0.453,82.03
전라남도,보성,2018,22.092,37.092,0.004,0.029,0.013,0.443,82.56
전라남도,보성,2019,14.75,30.0,0.003,0.025,0.008,0.5,82.68
전라남도,보성,2020,14.917,29.583,0.002,0.028,0.007,0.542,82.92
전라남도,순천,2015,22.917,35.25,0.004,0.028,0.014,0.55,82.23
전라남도,순천,2016,25.0,35.333,0.004,0.03,0.014,0.467,82.52
전라남도,순천,2017,19.083,33.5,0.005,0.034,0.012,0.517,82.96
전라남도,순천,2018,21.25,34.75,0.004,0.031,0.012,0.492,83.36
전라남도,순천,2019,17.833,31.667,0.004,0.038,0.012,0.483,83.77
전라남도,순천,2020,14.083,25.583,0.004,0.037,0.011,0.442,84.12
전라남도,신안,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.72
전라남도,신안,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.86
전라남도,신안,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.66
전라남도,신안,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.95
전라남도,신안,2019,14.3,28.4,0.004,0.046,0.005,0.31,82.04
전라남도,신안,2020,14.0,23.083,0.004,0.043,0.005,0.267,82.04
전라남도,여수,2015,21.417,34.75,0.007,0.029,0.018,0.592,81.58
전라남도,여수,2016,21.667,34.5,0.007,0.03,0.019,0.567,81.77
전라남도,여수,2017,19.417,32.667,0.006,0.027,0.018,0.55,82.0
전라남도,여수,2018,17.917,32.5,0.006,0.029,0.016,0.542,82.36
전라남도,여수,2019,17.667,32.0,0.005,0.03,0.013,0.542,82.74
전라남도,여수,2020,13.417,25.75,0.004,0.029,0.013,0.508,83.13
전라남도,영광,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.57
전라남도,영광,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.7
전라남도,영광,2017,20.517,36.767,0.005,0.03,0.013,0.453,80.94
전라남도,영광,2018,32.0,50.0,0.003,0.024,0.016,0.5,81.57
전라남도,영광,2019,25.917,39.5,0.003,0.041,0.009,0.458,81.63
전라남도,영광,2020,20.0,31.917,0.003,0.037,0.01,0.358,81.86
전라남도,영암,2015,31.917,53.833,0.005,0.038,0.014,0.317,81.31
전라남도,영암,2016,28.417,41.25,0.004,0.034,0.013,0.358,81.74
전라남도,영암,2017,23.917,40.5,0.004,0.033,0.01,0.317,81.96
전라남도,영암,2018,23.667,38.167,0.004,0.031,0.011,0.375,82.2
전라남도,영암,2019,23.833,40.333,0.004,0.035,0.012,0.45,82.44
전라남도,영암,2020,22.417,33.583,0.004,0.03,0.01,0.325,82.62
전라남도,완도,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.8
전라남도,완도,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.24
전라남도,완도,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.33
전라남도,완도,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.62
전라남도,완도,2019,15.818,30.727,0.003,0.035,0.006,0.527,82.04
전라남도,완도,2020,12.083,23.917,0.002,0.028,0.006,0.433,82.55
전라남도,장성,2015,25.017,40.483,0.005,0.032,0.015,0.498,81.19
전라남도,장성,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.73
전라남도,장성,2017,20.517,36.767,0.005,0.03,0.013,0.453,82.07
전라남도,장성,2018,21.417,34.833,0.003,0.029,0.013,0.375,82.2
전라남도,장성,2019,20.917,37.0,0.004,0.03,0.013,0.417,82.73
전라남도,장성,2020,17.417,30.5,0.003,0.031,0.011,0.3,82.81
전라남도,장흥,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.99
전라남도,장흥,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.16
전라남도,장흥,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.74
전라남도,장흥,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.98
전라남도,장흥,2019,21.75,31.667,0.003,0.039,0.008,0.417,82.41
전라남도,장흥,2020,17.75,27.583,0.003,0.037,0.008,0.392,82.3
전라남도,진도,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.9
전라남도,진도,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.7
전라남도,진도,2017,20.517,36.767,0.005,0.03,0.013,0.453,80.58
전라남도,진도,2018,22.092,37.092,0.004,0.029,0.013,0.443,80.7
전라남도,진도,2019,16.455,30.727,0.003,0.033,0.005,0.527,80.89
전라남도,진도,2020,13.75,27.25,0.002,0.031,0.005,0.417,81.33
전라남도,함평,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.55
전라남도,함평,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.81
전라남도,함평,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.32
전라남도,함평,2018,22.092,37.092,0.004,0.029,0.013,0.443,81.98
전라남도,함평,2019,21.273,34.818,0.002,0.033,0.009,0.527,82.63
전라남도,함평,2020,17.833,30.583,0.002,0.025,0.007,0.533,82.54
전라남도,해남,2015,25.017,40.483,0.005,0.032,0.015,0.498,79.87
전라남도,해남,2016,23.85,37.967,0.005,0.032,0.015,0.467,80.53
전라남도,해남,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.04
전라남도,해남,2018,18.25,31.0,0.007,0.033,0.012,0.438,81.42
전라남도,해남,2019,19.583,34.75,0.005,0.038,0.01,0.383,81.71
전라남도,해남,2020,16.167,28.667,0.003,0.037,0.009,0.342,81.9
전라남도,화순,2015,25.017,40.483,0.005,0.032,0.015,0.498,80.97
전라남도,화순,2016,23.85,37.967,0.005,0.032,0.015,0.467,81.51
전라남도,화순,2017,20.517,36.767,0.005,0.03,0.013,0.453,81.94
전라남도,화순,2018,22.092,37.092,0.004,0.029,0.013,0.443,82.47
전라남도,화순,2019,16.5,31.3,0.003,0.028,0.012,0.58,83.05
전라남도,화순,2020,15.917,27.583,0.002,0.026,0.01,0.517,83.23
전라북도,고창,2015,34.886,49.727,0.003,0.039,0.009,0.625,81.37
