Column1,Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
357,357,강원도,삼척,2017,21,29,0.004,0.025,0.019,0.4,82.23
358,358,강원도,삼척,2017,22,29,0.004,0.024,0.02,0.5,82.23
359,359,강원도,삼척,2017,16.54761905,19,0.002,0.023,0.013,0.4,82.23
360,360,강원도,삼척,2018,25,32,0.004,0.026,0.018,0.5,82.26
361,361,강원도,삼척,2018,25,36,0.004,0.03,0.017,0.5,82.26
362,362,강원도,삼척,2018,24,35,0.003,0.04,0.016,0.4,82.26
363,363,강원도,삼척,2018,24,47,0.002,0.044,0.014,0.4,82.26
364,364,강원도,삼척,2018,20,40,0.002,0.045,0.012,0.3,82.26
365,365,강원도,삼척,2018,17,33,0.002,0.044,0.014,0.3,82.26
366,366,강원도,삼척,2018,18,28,0.002,0.03,0.011,0.3,82.26
367,367,강원도,삼척,2018,9,23,0.001,0.023,0.01,0.3,82.26
368,368,강원도,삼척,2018,11,19,0.001,0.024,0.01,0.3,82.26
369,369,강원도,삼척,2018,19,36,0.003,0.021,0.019,0.4,82.26
370,370,강원도,삼척,2018,14,31,0.003,0.021,0.019,0.4,82.26
371,371,강원도,삼척,2018,14.42857143,22,0.002,0.028,0.012,0.5,82.26
372,372,강원도,삼척,2019,22,40,0.003,0.027,0.019,0.4,82.54
373,373,강원도,삼척,2019,25,43,0.003,0.031,0.018,0.4,82.54
374,374,강원도,삼척,2019,32,48,0.003,0.044,0.016,0.4,82.54
375,375,강원도,삼척,2019,17,35,0.002,0.04,0.014,0.3,82.54
376,376,강원도,삼척,2019,19,41,0.002,0.053,0.014,0.4,82.54
377,377,강원도,삼척,2019,17,30,0.002,0.037,0.012,0.4,82.54
378,378,강원도,삼척,2019,17,25,0.002,0.032,0.01,0.3,82.54
379,379,강원도,삼척,2019,13,24,0.002,0.03,0.009,0.3,82.54
380,380,강원도,삼척,2019,10,20,0.002,0.019,0.008,0.3,82.54
381,381,강원도,삼척,2019,10,26,0.003,0.021,0.016,0.4,82.54
382,382,강원도,삼척,2019,14,25,0.003,0.021,0.017,0.4,82.54
383,383,강원도,삼척,2019,18.47619048,25,0.002,0.019,0.01,0.3,82.54
384,384,강원도,삼척,2020,14,22,0.003,0.022,0.015,0.4,82.75
385,385,강원도,삼척,2020,17,28,0.003,0.026,0.015,0.4,82.75
386,386,강원도,삼척,2020,14,30,0.002,0.031,0.011,0.4,82.75
387,387,강원도,삼척,2020,14,32,0.002,0.037,0.01,0.3,82.75
388,388,강원도,삼척,2020,12,28,0.002,0.033,0.009,0.3,82.75
389,389,강원도,삼척,2020,15,32,0.002,0.035,0.011,0.3,82.75
390,390,강원도,삼척,2020,9,16,0.002,0.022,0.008,0.3,82.75
391,391,강원도,삼척,2020,13,22,0.002,0.018,0.01,0.3,82.75
392,392,강원도,삼척,2020,10,21,0.003,0.027,0.007,0.3,82.75
393,393,강원도,삼척,2020,13,23,0.003,0.023,0.014,0.4,82.75
394,394,강원도,삼척,2020,12,19,0.004,0.023,0.015,0.4,82.75
395,395,강원도,삼척,2020,14.72619048,24,0.003,0.026,0.01,0.3,82.75
396,396,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
397,397,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
398,398,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
399,399,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
400,400,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
401,401,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
402,402,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
403,403,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
404,404,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
405,405,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
406,406,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
407,407,강원도,속초,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,80.04
408,408,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
409,409,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
410,410,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
411,411,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
412,412,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
413,413,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
414,414,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
415,415,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
416,416,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
417,417,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
418,418,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
419,419,강원도,속초,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,80.58
420,420,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
421,421,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
422,422,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
423,423,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
424,424,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
425,425,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
426,426,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
427,427,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
428,428,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
429,429,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
430,430,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
431,431,강원도,속초,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,81.08
432,432,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
433,433,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
434,434,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
435,435,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
436,436,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
437,437,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
438,438,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
439,439,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
440,440,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
441,441,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
442,442,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
443,443,강원도,속초,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,81.88
444,444,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
445,445,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
446,446,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
447,447,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
448,448,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
449,449,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
450,450,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
451,451,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
452,452,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
453,453,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
454,454,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
455,455,강원도,속초,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,82.11
456,456,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
457,457,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
458,458,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
459,459,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
460,460,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
461,461,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
462,462,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
463,463,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
464,464,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
465,465,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
466,466,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
467,467,강원도,속초,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,81.88
468,468,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
469,469,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
470,470,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
471,471,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
472,472,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
473,473,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
474,474,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
475,475,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
476,476,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
477,477,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
478,478,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
479,479,강원도,속초,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,82.24
480,480,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
481,481,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
482,482,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
483,483,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
484,484,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
485,485,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
486,486,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
487,487,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
488,488,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
489,489,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
490,490,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
491,491,강원도,속초,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,82.81
492,492,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
493,493,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
494,494,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
495,495,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
496,496,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
497,497,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
498,498,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
499,499,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
500,500,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
501,501,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
502,502,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
503,503,강원도,속초,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,82.86
504,504,강원도,속초,2019,23,49,0.007,0.034,0.015,0.6,82.96
505,505,강원도,속초,2019,28,46,0.007,0.038,0.015,0.7,82.96
506,506,강원도,속초,2019,34,53,0.006,0.05,0.012,0.6,82.96
507,507,강원도,속초,2019,17,43,0.005,0.049,0.01,0.5,82.96
508,508,강원도,속초,2019,21,48,0.004,0.064,0.009,0.4,82.96
509,509,강원도,속초,2019,16,29,0.003,0.049,0.008,0.3,82.96
510,510,강원도,속초,2019,15,25,0.003,0.039,0.007,0.3,82.96
511,511,강원도,속초,2019,13,28,0.003,0.034,0.008,0.3,82.96
512,512,강원도,속초,2019,7,25,0.002,0.028,0.008,0.3,82.96
513,513,강원도,속초,2019,9,31,0.006,0.025,0.016,0.6,82.96
514,514,강원도,속초,2019,14,31,0.006,0.026,0.016,0.6,82.96
515,515,강원도,속초,2019,18.47619048,32,0.003,0.03,0.01,0.4,82.96
516,516,강원도,속초,2020,9,25,0.005,0.029,0.012,0.6,83.25
517,517,강원도,속초,2020,17,32,0.005,0.032,0.011,0.6,83.25
518,518,강원도,속초,2020,17,37,0.004,0.039,0.01,0.5,83.25
519,519,강원도,속초,2020,15,41,0.004,0.046,0.008,0.3,83.25
520,520,강원도,속초,2020,11,33,0.003,0.045,0.006,0.4,83.25
521,521,강원도,속초,2020,16,40,0.003,0.046,0.008,0.4,83.25
522,522,강원도,속초,2020,9,22,0.003,0.03,0.006,0.3,83.25
523,523,강원도,속초,2020,9,22,0.004,0.028,0.009,0.4,83.25
524,524,강원도,속초,2020,8,26,0.003,0.034,0.007,0.4,83.25
525,525,강원도,속초,2020,13,41,0.003,0.029,0.01,0.4,83.25
526,526,강원도,속초,2020,2,33,0.004,0.03,0.01,0.4,83.25
527,527,강원도,속초,2020,14.72619048,32,0.002,0.032,0.011,0.3,83.25
528,528,강원도,원주,2010,0,83,0.012,0.01,0.036,1.2,80.18
529,529,강원도,원주,2010,0,69,0.009,0.015,0.029,0.9,80.18
530,530,강원도,원주,2010,0,77,0.006,0.024,0.023,0.6,80.18
531,531,강원도,원주,2010,0,67,0.006,0.029,0.024,0.5,80.18
532,532,강원도,원주,2010,0,69,0.004,0.038,0.019,0.4,80.18
533,533,강원도,원주,2010,0,56,0.002,0.037,0.016,0.4,80.18
534,534,강원도,원주,2010,0,35,0.003,0.025,0.013,0.4,80.18
535,535,강원도,원주,2010,0,31,0.002,0.019,0.013,0.4,80.18
536,536,강원도,원주,2010,0,25,0.002,0.016,0.015,0.4,80.18
537,537,강원도,원주,2010,0,50,0.003,0.014,0.023,0.6,80.18
538,538,강원도,원주,2010,0,82,0.007,0.012,0.03,1,80.18
539,539,강원도,원주,2010,0,77,0.008,0.01,0.031,1.2,80.18
540,540,강원도,원주,2011,0,66,0.009,0.01,0.037,1.5,80.64
541,541,강원도,원주,2011,0,99,0.008,0.013,0.036,1.5,80.64
542,542,강원도,원주,2011,0,79,0.007,0.026,0.024,0.8,80.64
543,543,강원도,원주,2011,0,69,0.004,0.032,0.022,0.6,80.64
544,544,강원도,원주,2011,0,75,0.003,0.036,0.019,0.5,80.64
545,545,강원도,원주,2011,0,49,0.002,0.045,0.016,0.5,80.64
546,546,강원도,원주,2011,0,26,0.001,0.022,0.011,0.4,80.64
547,547,강원도,원주,2011,0,26,0.001,0.021,0.012,0.4,80.64
548,548,강원도,원주,2011,0,33,0.002,0.022,0.016,0.5,80.64
549,549,강원도,원주,2011,0,56,0.003,0.013,0.026,0.8,80.64
550,550,강원도,원주,2011,0,61,0.005,0.013,0.026,0.9,80.64
551,551,강원도,원주,2011,0,77,0.009,0.009,0.03,1.1,80.64
552,552,강원도,원주,2012,0,89,0.011,0.01,0.031,1.3,80.84
553,553,강원도,원주,2012,0,75,0.01,0.015,0.028,1.1,80.84
554,554,강원도,원주,2012,0,63,0.006,0.025,0.022,0.8,80.84
555,555,강원도,원주,2012,0,70,0.004,0.031,0.022,0.6,80.84
556,556,강원도,원주,2012,0,72,0.003,0.041,0.017,0.5,80.84
557,557,강원도,원주,2012,0,55,0.002,0.045,0.013,0.5,80.84
558,558,강원도,원주,2012,0,41,0.002,0.03,0.011,0.5,80.84
559,559,강원도,원주,2012,0,29,0.002,0.024,0.011,0.5,80.84
560,560,강원도,원주,2012,0,38,0.002,0.023,0.015,0.5,80.84
561,561,강원도,원주,2012,0,51,0.003,0.016,0.023,0.7,80.84
562,562,강원도,원주,2012,0,70,0.007,0.012,0.027,1,80.84
563,563,강원도,원주,2012,0,70,0.01,0.011,0.033,1.3,80.84
564,564,강원도,원주,2013,0,98,0.014,0.013,0.039,1.6,81.27
565,565,강원도,원주,2013,0,71,0.009,0.02,0.031,1.2,81.27
566,566,강원도,원주,2013,0,85,0.006,0.027,0.028,0.9,81.27
567,567,강원도,원주,2013,0,70,0.004,0.037,0.024,0.8,81.27
568,568,강원도,원주,2013,0,74,0.003,0.043,0.019,0.6,81.27
569,569,강원도,원주,2013,0,48,0.002,0.04,0.015,0.4,81.27
570,570,강원도,원주,2013,0,39,0.002,0.027,0.012,0.4,81.27
571,571,강원도,원주,2013,0,43,0.002,0.024,0.016,0.5,81.27
572,572,강원도,원주,2013,0,35,0.002,0.019,0.016,0.4,81.27
573,573,강원도,원주,2013,0,40,0.003,0.015,0.021,0.6,81.27
574,574,강원도,원주,2013,0,62,0.006,0.011,0.028,1.2,81.27
575,575,강원도,원주,2013,0,90,0.011,0.009,0.034,1.6,81.27
576,576,강원도,원주,2014,0,89,0.014,0.009,0.036,1.6,81.61
577,577,강원도,원주,2014,0,74,0.009,0.017,0.029,1.2,81.61
578,578,강원도,원주,2014,0,81,0.007,0.025,0.027,1,81.61
579,579,강원도,원주,2014,0,77,0.004,0.034,0.025,0.6,81.61
580,580,강원도,원주,2014,0,79,0.003,0.051,0.017,0.5,81.61
581,581,강원도,원주,2014,0,52,0.002,0.044,0.014,0.4,81.61
582,582,강원도,원주,2014,0,43,0.002,0.039,0.017,0.3,81.61
583,583,강원도,원주,2014,0,35,0.002,0.028,0.017,0.4,81.61
584,584,강원도,원주,2014,0,35,0.002,0.025,0.017,0.5,81.61
585,585,강원도,원주,2014,0,44,0.003,0.017,0.019,0.5,81.61
586,586,강원도,원주,2014,0,68,0.008,0.011,0.028,1.1,81.61
587,587,강원도,원주,2014,0,65,0.012,0.011,0.033,1.2,81.61
588,588,강원도,원주,2015,49,79,0.012,0.01,0.033,1.3,81.98
589,589,강원도,원주,2015,51,109,0.01,0.018,0.027,1.1,81.98
590,590,강원도,원주,2015,43,94,0.009,0.025,0.029,0.8,81.98
591,591,강원도,원주,2015,28,54,0.004,0.032,0.022,0.6,81.98
592,592,강원도,원주,2015,35,62,0.003,0.046,0.022,0.5,81.98
593,593,강원도,원주,2015,26,44,0.002,0.047,0.015,0.4,81.98
594,594,강원도,원주,2015,22,33,0.002,0.031,0.01,0.3,81.98
595,595,강원도,원주,2015,24,38,0.002,0.03,0.012,0.4,81.98
596,596,강원도,원주,2015,16,29,0.002,0.024,0.015,0.4,81.98
597,597,강원도,원주,2015,29,38,0.004,0.012,0.025,0.8,81.98
598,598,강원도,원주,2015,43,63,0.008,0.007,0.032,1.1,81.98
599,599,강원도,원주,2015,10.45238095,45,0.003,0.02,0.025,0.6,81.98
600,600,강원도,원주,2016,49,63,0.009,0.011,0.033,1.2,82.32
601,601,강원도,원주,2016,40,56,0.007,0.018,0.029,0.9,82.32
602,602,강원도,원주,2016,48,70,0.006,0.022,0.031,0.7,82.32
603,603,강원도,원주,2016,40,68,0.004,0.037,0.022,0.5,82.32
604,604,강원도,원주,2016,35,57,0.002,0.043,0.017,0.5,82.32
605,605,강원도,원주,2016,30,44,0.002,0.044,0.014,0.5,82.32
606,606,강원도,원주,2016,21,28,0.002,0.027,0.012,0.5,82.32
607,607,강원도,원주,2016,20,29,0.002,0.033,0.011,0.4,82.32
608,608,강원도,원주,2016,24,34,0.002,0.024,0.016,0.4,82.32
609,609,강원도,원주,2016,43,69,0.005,0.011,0.029,0.8,82.32
610,610,강원도,원주,2016,46,66,0.006,0.008,0.03,1,82.32
611,611,강원도,원주,2016,17.78571429,40,0.003,0.015,0.021,0.5,82.32
612,612,강원도,원주,2017,52,77,0.007,0.031,0.031,1,82.49
613,613,강원도,원주,2017,47,68,0.006,0.017,0.03,0.8,82.49
614,614,강원도,원주,2017,47,69,0.005,0.025,0.025,0.6,82.49
615,615,강원도,원주,2017,33,64,0.003,0.037,0.017,0.4,82.49
616,616,강원도,원주,2017,30,63,0.002,0.048,0.015,0.3,82.49
617,617,강원도,원주,2017,25,41,0.002,0.053,0.014,0.4,82.49
618,618,강원도,원주,2017,19,30,0.001,0.029,0.013,0.4,82.49
619,619,강원도,원주,2017,13,19,0.001,0.023,0.011,0.3,82.49
620,620,강원도,원주,2017,20,33,0.002,0.026,0.015,0.3,82.49
621,621,강원도,원주,2017,34,54,0.005,0.013,0.027,0.7,82.49
622,622,강원도,원주,2017,42,57,0.006,0.011,0.027,0.9,82.49
623,623,강원도,원주,2017,16.54761905,29,0.002,0.017,0.019,0.4,82.49
624,624,강원도,원주,2018,45,59,0.006,0.013,0.028,0.9,82.85
625,625,강원도,원주,2018,38,48,0.006,0.018,0.027,0.9,82.85
626,626,강원도,원주,2018,42,48,0.004,0.029,0.02,0.6,82.85
627,627,강원도,원주,2018,33,59,0.002,0.038,0.017,0.4,82.85
628,628,강원도,원주,2018,28,45,0.002,0.038,0.015,0.3,82.85
629,629,강원도,원주,2018,28,42,0.002,0.044,0.014,0.2,82.85
630,630,강원도,원주,2018,22,32,0.002,0.032,0.012,0.2,82.85
631,631,강원도,원주,2018,13,24,0.002,0.032,0.012,0.2,82.85
